daily_swing_structure,daily_internal_structure,daily_fractal_structure,h4_swing_structure,h4_internal_structure,h4_fractal_structure,h1_swing_structure,h1_internal_structure,h1_fractal_structure,daily_swing_zone,daily_internal_zone,h4_swing_zone,h4_internal_zone,h1_swing_zone,h1_internal_zone
1.205415152331815,1.205415152331815,1.1581439698874296,1.1581439698874294,0.9109991544016011,0.7165943793681362,0.8752736973662439,0.6355520285431838,0.6355520285431838,0.6355520285431837,0.7165943793681361,0.8079708371304701,0.7762857062626083,0.840949238645999,0.6355520285431838
