daily_swing_structure,daily_internal_structure,daily_fractal_structure,h4_swing_structure,h4_internal_structure,h4_fractal_structure,h1_swing_structure,h1_internal_structure,h1_fractal_structure,daily_swing_zone,daily_internal_zone,h4_swing_zone,h4_internal_zone,h1_swing_zone,h1_internal_zone
1.5574584276882875,0.9258768261059167,1.086549705679098,1.130898673257838,1.2751050999696172,0.3544662645256902,0.5080913170665087,0.21072286369004242,0.21072286369004242,0.3839928171725618,0.4506293609664288,0.572880528522891,0.46902239610791585,0.3689342753226571,0.21072286369004242
