daily_swing_structure,daily_internal_structure,daily_fractal_structure,h4_swing_structure,h4_internal_structure,h4_fractal_structure,h1_swing_structure,h1_internal_structure,h1_fractal_structure,daily_swing_zone,daily_internal_zone,h4_swing_zone,h4_internal_zone,h1_swing_zone,h1_internal_zone
2.263027105714397,1.1931752018404034,1.0167351416084693,1.1931752018404045,1.0167351416084698,0.17488300510009291,0.2941784506024934,0.052665319749398073,0.052665319749398073,0.2052314869127582,0.213608282296952,0.24084652019968752,0.2826420407749451,0.20523148691275808,0.052665319749398073
