daily_swing_structure,daily_internal_structure,daily_fractal_structure,h4_swing_structure,h4_internal_structure,h4_fractal_structure,h1_swing_structure,h1_internal_structure,h1_fractal_structure,daily_swing_zone,daily_internal_zone,h4_swing_zone,h4_internal_zone,h1_swing_zone,h1_internal_zone
1.5351873087854806,1.2075824565123625,1.0710124192521944,1.071012419252195,1.207582456512362,0.2640591034624789,0.41003053625355396,0.10521966986474258,0.10521966986474258,0.2748370260527845,0.34939751907223826,0.4100305362535549,0.37850185218945925,0.30988284084801315,0.10521966986474258
