daily_swing_structure,daily_internal_structure,daily_fractal_structure,h4_swing_structure,h4_internal_structure,h4_fractal_structure,h1_swing_structure,daily_swing_zone,daily_internal_zone,h4_swing_zone,h4_internal_zone,h1_swing_zone
1.4288139632908494,1.3727820431617952,0.6954116412284083,0.6681405964743528,0.7237957898499765,0.5049509434422371,0.5925780660124027,0.5925780660124035,0.5925780660124025,0.4851489456601884,0.4661234968107689,0.33846068360233944
