daily_swing_structure,daily_internal_structure,daily_fractal_structure,h4_swing_structure,h4_internal_structure,h4_fractal_structure,h1_swing_structure,daily_swing_zone,daily_internal_zone,h4_swing_zone,h4_internal_zone,h1_swing_zone
0.7584796653195014,0.5083970024345121,0.5966221399952865,0.5291479004930639,0.4509004752276123,0.3145674837538476,0.5732251933288041,0.5083970024345127,0.45090047522761295,0.450900475227612,0.46930457625731037,0.48845986508413924
