daily_swing_structure,daily_internal_structure,daily_fractal_structure,h4_swing_structure,h4_internal_structure,h4_fractal_structure,h1_swing_structure,daily_swing_zone,daily_internal_zone,h4_swing_zone,h4_internal_zone,h1_swing_zone
1.8368992357434524,1.1829605906263132,0.968500382003503,0.9305199748661113,0.8940289954595971,0.5992535886769425,0.5314817487561618,0.3859184899215784,0.3288510269862495,0.4016702650204175,0.5992535886769428,0.5106393272363122
