daily_swing_structure,daily_internal_structure,daily_fractal_structure,h4_swing_structure,h4_internal_structure,h4_fractal_structure,h1_swing_structure,daily_swing_zone,daily_internal_zone,h4_swing_zone,h4_internal_zone,h1_swing_zone
3.430003169050826,1.6039347473902301,1.3667538681688756,1.1646459677951624,0.9924246507666982,0.4283921713164859,0.42839217131648644,0.22586866687840143,0.21701107209885584,0.2258686668784008,0.36504393847240496,0.3650439384724046
