date,day,start_time,end_time,duration,session,sl_size_pips,max_rr,max_rr_to_be,htf_strength,trade_strength,final_probability,entry_model,direction,taken,exit_reason,terminal_r,sl_buffer_pips,tp_multiple,min_live_probability,year
Feb 28 2022,Monday,14:30,15:00,00:30,New York,20.4,1.01,,15.22%,16.28%,25.00%,LC-1,bullish,True,sl,-1.0,2.0,,25.00%,2022
Mar 3 2022,Thursday,14:00,15:00,01:00,New York,22.5,0.0,,50.00%,43.75%,39.47%,LC-2A,bullish,True,sl,-1.0,2.0,,39.47%,2022
Mar 25 2022,Friday,09:15,19:00,09:45,London,36.6,2.95,,14.29%,29.79%,17.11%,LC-2A,bullish,True,friday_close,2.2432,2.0,,17.11%,2022
Apr 4 2022,Monday,12:45,13:00,00:15,New York,13.8,1.33,,21.74%,35.71%,26.83%,LC-2A,bullish,True,sl,-1.0,2.0,,26.83%,2022
May 11 2022,Wednesday,07:15,14:00,06:45,London,15.9,5.09,,6.25%,28.95%,3.23%,LC-2A,bearish,True,sl,-1.0,2.0,,3.23%,2022
Jun 27 2022,Monday,07:45,02:00,18:15,London,38.6,2.01,2.01,41.30%,44.19%,48.78%,CE,bullish,True,be_stop,0.0,2.0,,31.08%,2022
Jun 27 2022,Monday,09:15,17:00,07:45,London,25.3,1.78,,10.94%,18.18%,29.59%,LC-2A,bearish,True,sl,-1.0,2.0,,25.00%,2022
Jul 8 2022,Friday,14:30,16:00,01:30,New York,27.3,1.7,,12.50%,14.86%,17.11%,LC-2A,bearish,True,sl,-1.0,2.0,,17.11%,2022
Jul 13 2022,Wednesday,13:15,15:00,01:45,New York,20.1,2.44,,16.67%,35.71%,18.75%,LC-2A,bearish,True,sl,-1.0,2.0,,18.75%,2022
Jul 19 2022,Tuesday,07:30,08:00,00:30,London,17.7,0.0,,16.00%,23.33%,23.33%,LC-1,bearish,True,sl,-1.0,2.0,,23.33%,2022
Jul 25 2022,Monday,13:30,14:00,00:30,New York,20.9,0.25,,18.75%,20.31%,27.27%,LC-2A,bearish,True,sl,-1.0,2.0,,27.27%,2022
Jul 28 2022,Thursday,07:30,10:00,02:30,London,24.3,2.0,,8.93%,25.00%,13.16%,LC-2A,bullish,True,sl,-1.0,2.0,,13.16%,2022
Aug 5 2022,Friday,09:15,19:00,09:45,London,55.25,3.12,,-4.35%,23.53%,32.50%,CE,bullish,True,friday_close,2.5348,2.0,,21.88%,2022
Aug 9 2022,Tuesday,07:15,09:00,01:45,London,15.9,2.85,,6.25%,20.83%,25.00%,LC-2A,bearish,True,sl,-1.0,2.0,,20.83%,2022
Aug 19 2022,Friday,13:15,19:00,05:45,New York,26.4,1.58,,-17.39%,26.42%,41.30%,LC-1,bearish,True,friday_close,0.947,2.0,,21.59%,2022
Aug 22 2022,Monday,12:15,13:00,00:45,New York,24.4,0.0,,22.41%,28.26%,26.83%,LC-1,bearish,True,sl,-1.0,2.0,,26.83%,2022
Aug 30 2022,Tuesday,13:45,14:00,00:15,New York,16.6,1.89,,21.74%,37.21%,44.19%,LC-2A,bullish,True,sl,-1.0,2.0,,44.19%,2022
Sep 8 2022,Thursday,09:30,05:00,19:30,London,56.4,1.44,0.9,15.22%,39.19%,33.82%,LC-1,bullish,True,be_stop,0.0,2.0,,29.17%,2022
Oct 10 2022,Monday,09:45,10:00,00:15,London,39.0,0.0,,21.74%,27.27%,15.62%,CE,bearish,True,sl,-1.0,2.0,,15.62%,2022
Oct 10 2022,Monday,09:45,10:00,00:15,London,39.0,0.0,,15.22%,22.73%,15.62%,CE,bearish,False,sl,-1.0,2.0,,15.62%,2022
Oct 10 2022,Monday,14:15,18:00,03:45,New York,34.0,0.68,,15.22%,22.73%,33.33%,LC-2B,bearish,True,sl,-1.0,2.0,,29.41%,2022
Oct 18 2022,Tuesday,12:45,13:00,00:15,New York,33.0,0.0,,22.22%,35.71%,30.00%,LC-1,bearish,True,sl,-1.0,2.0,,30.00%,2022
Oct 18 2022,Tuesday,13:45,19:00,05:15,New York,27.2,1.34,,22.22%,25.00%,28.57%,LC-1,bearish,False,cut_19h,-0.7022,2.0,,28.57%,2022
Oct 26 2022,Wednesday,08:15,01:00,16:45,London,46.6,1.79,1.79,13.46%,18.18%,41.46%,LC-2A,bullish,True,be_stop,0.0,2.0,,20.31%,2022
Nov 1 2022,Tuesday,08:00,19:00,83:00,London,38.65,13.87,2.52,2.17%,19.44%,15.38%,CE,bearish,True,friday_close,9.3208,2.0,,9.43%,2022
Nov 1 2022,Tuesday,14:30,15:00,00:30,New York,43.2,0.0,,43.75%,53.85%,53.85%,CE,bullish,True,sl,-1.0,2.0,,53.85%,2022
Nov 10 2022,Thursday,10:00,14:00,04:00,London,26.3,3.28,,2.17%,26.67%,18.18%,LC-1,bullish,True,sl,-1.0,2.0,,18.18%,2022
Nov 18 2022,Friday,07:45,14:00,06:15,London,26.0,2.94,,19.23%,19.51%,10.00%,LC-2A,bullish,True,sl,-1.0,2.0,,10.00%,2022
Nov 18 2022,Friday,07:45,14:00,06:15,London,26.0,2.94,,22.58%,21.74%,13.33%,LC-2A,bullish,False,sl,-1.0,2.0,,13.33%,2022
Nov 24 2022,Thursday,08:15,20:00,11:45,London,27.5,2.51,2.51,2.17%,31.25%,41.84%,LC-2A,bearish,True,be_stop,0.0,2.0,,38.24%,2022
Nov 24 2022,Thursday,14:45,15:00,00:15,New York,21.2,0.63,,15.22%,34.38%,35.71%,LC-1,bearish,True,sl,-1.0,2.0,,35.71%,2022
Nov 30 2022,Wednesday,13:15,14:00,00:45,New York,28.0,0.0,,40.00%,38.04%,26.92%,LC-1,bearish,True,sl,-1.0,2.0,,26.92%,2022
Dec 7 2022,Wednesday,09:45,19:00,09:15,London,52.35,1.42,,21.74%,33.33%,46.00%,CE,bullish,True,cut_19h,-0.2512,2.0,,31.82%,2022
Dec 8 2022,Thursday,09:30,10:00,00:30,London,19.4,0.09,,37.50%,39.36%,43.75%,LC-1,bullish,True,sl,-1.0,2.0,,43.75%,2022
Dec 13 2022,Tuesday,07:15,08:00,00:45,London,28.2,0.0,,8.70%,15.62%,10.00%,CE,bullish,True,sl,-1.0,2.0,,10.00%,2022
Dec 13 2022,Tuesday,14:45,16:00,01:15,New York,38.0,0.0,,27.59%,33.33%,39.36%,LC-2A,bullish,True,sl,-1.0,2.0,,36.17%,2022
Jan 16 2023,Monday,14:30,19:00,04:30,New York,33.55,0.35,0.35,41.30%,57.14%,55.41%,CE,bearish,True,be_stop,0.0,2.0,,54.17%,2023
Jan 20 2023,Friday,08:30,19:00,10:30,London,25.1,7.26,,2.17%,12.90%,22.86%,LC-2A,bullish,True,friday_close,4.5139,2.0,,12.90%,2023
Jan 24 2023,Tuesday,07:15,08:00,00:45,London,19.9,0.0,,8.70%,31.43%,31.43%,LC-2A,bullish,True,sl,-1.0,2.0,,31.43%,2023
Jan 27 2023,Friday,13:15,14:00,00:45,New York,17.1,0.0,,19.64%,21.59%,43.75%,LC-2A,bullish,True,sl,-1.0,2.0,,43.75%,2023
Jan 27 2023,Friday,15:30,19:00,03:30,New York,24.85,1.21,,19.64%,42.05%,39.29%,CE,bullish,False,friday_close,0.9799,2.0,,39.29%,2023
Feb 8 2023,Wednesday,07:45,05:00,21:15,London,24.2,3.4,2.69,-10.87%,15.85%,13.16%,CE,bullish,True,be_stop,0.0,2.0,,7.69%,2023
Feb 22 2023,Wednesday,07:15,19:00,59:45,London,21.5,9.04,3.49,12.50%,22.73%,8.54%,LC-1,bearish,True,friday_close,0.6837,2.0,,17.74%,2023
Feb 23 2023,Thursday,07:15,13:00,05:45,London,15.3,3.65,,12.50%,31.43%,31.82%,LC-2A,bearish,True,sl,-1.0,2.0,,19.23%,2023
Mar 3 2023,Friday,07:15,08:00,00:45,London,13.9,0.0,,21.74%,36.17%,32.14%,LC-1,bullish,True,sl,-1.0,2.0,,32.14%,2023
Mar 6 2023,Monday,12:15,13:00,00:45,New York,13.5,0.0,,54.35%,43.24%,41.94%,LC-2A,bullish,True,sl,-1.0,2.0,,41.94%,2023
Mar 14 2023,Tuesday,07:30,08:00,00:30,London,32.1,0.0,,35.00%,32.50%,28.75%,LC-1,bearish,True,sl,-1.0,2.0,,28.75%,2023
Mar 14 2023,Tuesday,07:30,08:00,00:30,London,32.1,0.0,,30.00%,28.75%,28.75%,LC-1,bearish,False,sl,-1.0,2.0,,28.75%,2023
Mar 27 2023,Monday,12:45,14:00,01:15,New York,21.4,0.66,,41.94%,38.46%,36.25%,LC-1,bearish,True,sl,-1.0,2.0,,34.62%,2023
Mar 29 2023,Wednesday,09:30,10:00,00:30,London,26.4,0.36,,8.70%,29.17%,31.08%,LC-1,bullish,True,sl,-1.0,2.0,,31.08%,2023
Apr 6 2023,Thursday,09:15,12:00,02:45,London,22.6,1.3,,28.26%,43.75%,37.50%,LC-2A,bearish,True,sl,-1.0,2.0,,37.50%,2023
Apr 10 2023,Monday,13:15,15:00,01:45,New York,37.4,0.17,,17.74%,38.89%,32.35%,LC-2A,bearish,True,sl,-1.0,2.0,,32.35%,2023
Apr 25 2023,Tuesday,09:30,10:00,00:30,London,16.0,1.02,,0.00%,15.85%,19.77%,LC-2B,bullish,True,sl,-1.0,2.0,,19.77%,2023
Apr 26 2023,Wednesday,11:15,19:00,55:45,London,52.05,9.43,1.52,25.00%,35.29%,30.00%,CE,bullish,True,friday_close,9.146,2.0,,32.35%,2023
May 10 2023,Wednesday,14:15,15:00,00:45,New York,19.5,0.0,,19.64%,21.43%,7.14%,LC-2A,bullish,True,sl,-1.0,2.0,,7.14%,2023
May 11 2023,Thursday,08:00,09:00,01:00,London,14.7,0.0,,8.93%,21.05%,25.00%,LC-2A,bullish,True,sl,-1.0,2.0,,25.00%,2023
Jun 13 2023,Tuesday,08:45,12:00,03:15,London,23.2,0.24,,18.18%,25.00%,28.00%,LC-2B,bearish,True,sl,-1.0,2.0,,25.00%,2023
Jun 14 2023,Wednesday,07:45,08:00,00:15,London,12.6,0.0,,2.17%,18.18%,18.18%,LC-2A,bearish,True,sl,-1.0,2.0,,18.18%,2023
Jul 13 2023,Thursday,08:00,19:00,35:00,London,33.7,6.21,3.77,-6.25%,15.09%,19.23%,LC-2A,bullish,True,friday_close,5.0148,2.0,,8.70%,2023
Jul 13 2023,Thursday,08:00,09:00,01:00,London,22.4,0.0,,41.30%,47.06%,45.45%,CE,bearish,True,sl,-1.0,2.0,,45.45%,2023
Jul 13 2023,Thursday,14:15,19:00,04:45,New York,16.7,2.89,2.89,25.00%,28.41%,26.83%,LC-2A,bearish,True,be_stop,0.0,2.0,,25.00%,2023
Jul 25 2023,Tuesday,07:45,08:00,00:15,London,24.7,0.0,,25.00%,35.71%,21.88%,LC-2A,bearish,True,sl,-1.0,2.0,,21.88%,2023
Jul 24 2023,Monday,12:15,13:00,00:45,New York,28.6,0.07,,22.41%,30.49%,37.80%,LC-2A,bullish,True,sl,-1.0,2.0,,37.80%,2023
Aug 1 2023,Tuesday,09:30,10:00,00:30,London,15.0,1.19,,21.74%,34.15%,39.29%,LC-1,bullish,True,sl,-1.0,2.0,,39.29%,2023
Aug 22 2023,Tuesday,07:45,09:00,01:15,London,20.5,0.38,,8.70%,22.58%,25.00%,CE,bullish,True,sl,-1.0,2.0,,25.00%,2023
Aug 22 2023,Tuesday,07:45,09:00,01:15,London,20.5,0.38,,15.22%,27.42%,25.00%,CE,bullish,False,sl,-1.0,2.0,,25.00%,2023
Sep 4 2023,Monday,10:00,11:00,01:00,London,14.1,0.13,,0.00%,2.17%,2.17%,LC-1,bearish,True,sl,-1.0,2.0,,2.17%,2023
Sep 8 2023,Friday,08:00,19:00,11:00,London,16.0,3.67,,14.29%,33.65%,19.00%,LC-1,bullish,True,friday_close,1.6875,2.0,,19.00%,2023
Sep 14 2023,Thursday,07:15,11:00,03:45,London,21.0,0.81,,8.70%,21.43%,12.20%,LC-1,bullish,True,sl,-1.0,2.0,,10.00%,2023
Sep 14 2023,Thursday,09:45,11:00,01:15,London,20.45,0.24,,2.17%,17.50%,13.75%,CE,bullish,True,sl,-1.0,2.0,,11.54%,2023
Sep 14 2023,Thursday,09:45,11:00,01:15,London,20.45,0.24,,-4.35%,13.75%,10.00%,CE,bullish,False,sl,-1.0,2.0,,7.69%,2023
Sep 14 2023,Thursday,13:15,09:00,19:45,New York,14.9,8.43,8.43,15.22%,33.33%,39.06%,LC-1,bearish,True,be_stop,0.0,2.0,,30.00%,2023
Sep 21 2023,Thursday,08:00,19:00,35:00,London,15.0,13.36,13.36,44.44%,51.35%,48.68%,LC-2A,bearish,True,friday_close,7.5,2.0,,44.74%,2023
Sep 27 2023,Wednesday,07:30,09:00,01:30,London,12.3,1.14,,47.83%,59.46%,59.46%,LC-2A,bearish,True,sl,-1.0,2.0,,59.46%,2023
Oct 16 2023,Monday,09:15,15:00,05:45,London,42.2,0.52,,31.25%,32.14%,25.00%,LC-2A,bearish,True,sl,-1.0,2.0,,21.25%,2023
Nov 9 2023,Thursday,13:30,18:00,04:30,New York,20.2,1.0,,45.00%,51.16%,50.00%,LC-2A,bullish,True,sl,-1.0,2.0,,50.00%,2023
Nov 30 2023,Thursday,08:30,14:00,05:30,London,33.4,1.14,,28.26%,46.15%,32.50%,LC-2B,bearish,True,sl,-1.0,2.0,,32.50%,2023
Dec 5 2023,Tuesday,15:30,01:00,09:30,New York,35.6,1.4,0.97,-10.87%,21.43%,19.51%,CE,bearish,True,be_stop,0.0,2.0,,23.17%,2023
Dec 26 2023,Tuesday,07:15,08:00,00:45,London,13.8,0.19,,60.87%,54.55%,45.45%,CE,bearish,True,sl,-1.0,2.0,,45.45%,2023
Dec 26 2023,Tuesday,12:30,13:00,00:30,New York,8.7,0.0,,28.26%,36.36%,36.36%,LC-1,bearish,False,sl,-1.0,2.0,,36.36%,2023
Dec 29 2023,Friday,08:00,12:00,04:00,London,25.6,0.86,,4.00%,20.75%,13.46%,LC-1,bullish,True,sl,-1.0,2.0,,13.46%,2023
Jan 8 2024,Monday,08:30,12:00,03:30,London,21.7,2.15,,2.17%,21.25%,13.64%,LC-2A,bearish,True,sl,-1.0,2.0,,5.26%,2024
Jan 8 2024,Monday,13:30,01:00,11:30,New York,51.1,0.8,0.55,28.00%,44.19%,48.94%,CE,bullish,True,be_stop,0.0,2.0,,44.19%,2024
Jan 19 2024,Friday,09:15,10:00,00:45,London,21.7,0.0,,8.93%,14.77%,18.18%,LC-2A,bullish,True,sl,-1.0,2.0,,18.18%,2024
Jan 25 2024,Thursday,07:45,13:00,05:15,London,20.5,1.66,,21.74%,37.50%,51.35%,LC-1,bullish,True,sl,-1.0,2.0,,37.50%,2024
Jan 31 2024,Wednesday,14:15,15:00,00:45,New York,14.5,0.0,,-17.39%,6.76%,18.75%,LC-1,bullish,True,sl,-1.0,2.0,,18.75%,2024
Feb 26 2024,Monday,08:00,09:00,01:00,London,13.5,0.0,,8.70%,21.05%,18.18%,LC-1,bearish,True,sl,-1.0,2.0,,18.18%,2024
Feb 28 2024,Wednesday,07:45,08:00,00:15,London,12.6,1.46,,28.26%,30.49%,33.33%,LC-2A,bullish,True,sl,-1.0,2.0,,33.33%,2024
Mar 15 2024,Friday,07:15,19:00,11:45,London,28.3,4.16,,25.00%,38.78%,33.33%,LC-2A,bullish,True,friday_close,3.5583,2.0,,21.25%,2024
Mar 29 2024,Friday,12:15,13:00,00:45,New York,17.1,0.0,,2.17%,29.17%,18.57%,LC-1,bearish,True,sl,-1.0,2.0,,18.57%,2024
Apr 2 2024,Tuesday,07:15,19:00,83:45,London,14.8,12.68,2.37,4.00%,22.00%,32.50%,LC-2A,bullish,True,friday_close,7.8514,2.0,,22.00%,2024
Apr 3 2024,Wednesday,07:45,08:00,00:15,London,10.2,0.56,,-10.87%,14.29%,4.26%,LC-1,bullish,True,sl,-1.0,2.0,,4.26%,2024
May 7 2024,Tuesday,09:15,22:00,12:45,London,28.9,2.67,2.67,40.00%,42.65%,45.83%,LC-2A,bullish,True,be_stop,0.0,2.0,,42.65%,2024
May 20 2024,Monday,07:45,08:00,00:15,London,15.8,0.0,,15.22%,17.74%,17.74%,LC-1,bullish,True,sl,-1.0,2.0,,17.74%,2024
May 28 2024,Tuesday,13:30,19:00,05:30,New York,15.1,1.12,1.12,28.00%,36.36%,29.69%,LC-1,bullish,True,be_stop,0.0,2.0,,27.42%,2024
May 31 2024,Friday,08:15,09:00,00:45,London,20.5,0.0,,15.22%,35.71%,22.86%,LC-1,bearish,True,sl,-1.0,2.0,,22.86%,2024
Jun 13 2024,Thursday,13:30,15:00,01:30,New York,19.0,1.45,,28.26%,32.26%,37.10%,LC-2A,bullish,True,sl,-1.0,2.0,,37.10%,2024
Jun 20 2024,Thursday,14:00,16:00,02:00,New York,31.7,0.0,,15.22%,20.75%,23.58%,CE,bearish,True,sl,-1.0,2.0,,22.12%,2024
Jun 21 2024,Friday,14:15,15:00,00:45,New York,14.9,0.0,,42.31%,41.67%,36.84%,LC-1,bearish,True,sl,-1.0,2.0,,36.84%,2024
Jun 26 2024,Wednesday,08:15,09:00,00:45,London,12.4,0.0,,15.22%,22.73%,22.73%,LC-2B,bullish,True,sl,-1.0,2.0,,22.73%,2024
Jun 28 2024,Friday,08:15,10:00,01:45,London,19.65,0.48,,28.26%,32.26%,34.38%,CE,bullish,True,sl,-1.0,2.0,,34.38%,2024
Jul 1 2024,Monday,09:00,22:00,13:00,London,20.8,3.39,3.39,15.22%,12.07%,22.58%,LC-1,bullish,True,be_stop,0.0,2.0,,12.07%,2024
Jul 5 2024,Friday,13:15,14:00,00:45,New York,19.3,0.0,,20.00%,19.23%,28.00%,LC-2A,bearish,True,sl,-1.0,2.0,,28.00%,2024
Jul 15 2024,Monday,15:00,00:00,09:00,New York,18.7,5.35,5.35,30.77%,39.19%,31.43%,LC-2A,bearish,True,be_stop,0.0,2.0,,35.23%,2024
Jul 16 2024,Tuesday,13:45,19:00,05:15,New York,18.4,0.76,,21.74%,42.55%,37.50%,CE,bullish,True,cut_19h,-0.5163,2.0,,35.71%,2024
Jul 30 2024,Tuesday,08:15,19:00,82:45,London,28.3,41.62,9.93,8.70%,10.00%,50.00%,LC-2A,bearish,True,friday_close,39.742,2.0,,14.29%,2024
Aug 2 2024,Friday,13:45,19:00,05:15,New York,117.75,1.16,,47.83%,30.36%,32.76%,CE,bearish,True,friday_close,0.7045,2.0,,30.36%,2024
Aug 15 2024,Thursday,08:15,19:00,34:45,London,26.7,10.42,9.28,8.70%,27.03%,17.86%,LC-1,bullish,True,friday_close,6.7903,2.0,,-1.47%,2024
Sep 9 2024,Monday,08:00,10:00,02:00,London,33.7,0.18,,55.56%,61.54%,59.76%,CE,bearish,True,sl,-1.0,2.0,,59.76%,2024
Sep 17 2024,Tuesday,09:15,13:00,03:45,London,19.7,0.31,,21.74%,30.00%,36.36%,LC-1,bearish,True,sl,-1.0,2.0,,29.69%,2024
Sep 17 2024,Tuesday,12:45,05:00,16:15,New York,16.3,9.79,8.08,-4.35%,18.57%,8.33%,LC-2B,bullish,True,be_stop,0.0,2.0,,-2.86%,2024
Sep 25 2024,Wednesday,09:15,10:00,00:45,London,22.8,0.0,,21.74%,27.03%,28.95%,LC-2A,bearish,True,sl,-1.0,2.0,,28.95%,2024
Sep 30 2024,Monday,09:15,10:00,00:45,London,25.1,0.0,,15.22%,7.35%,10.00%,LC-2A,bearish,True,sl,-1.0,2.0,,10.00%,2024
Oct 1 2024,Tuesday,14:15,09:00,18:45,New York,24.4,7.82,7.82,28.00%,30.49%,13.64%,LC-2A,bearish,True,be_stop,0.0,2.0,,25.00%,2024
Oct 4 2024,Friday,09:45,10:00,00:15,London,26.9,0.0,,6.25%,11.54%,13.75%,LC-1,bearish,True,sl,-1.0,2.0,,13.75%,2024
Oct 10 2024,Thursday,13:30,14:00,00:30,New York,29.2,0.0,,22.00%,39.19%,41.67%,LC-2A,bullish,True,sl,-1.0,2.0,,41.67%,2024
Oct 14 2024,Monday,13:30,06:00,16:30,New York,19.95,2.68,2.62,21.74%,38.24%,40.00%,CE,bullish,True,be_stop,0.0,2.0,,32.26%,2024
Oct 21 2024,Monday,13:00,16:00,03:00,New York,15.3,1.55,,19.64%,19.77%,18.92%,LC-1,bullish,True,sl,-1.0,2.0,,18.92%,2024
Nov 1 2024,Friday,12:30,19:00,06:30,London,49.2,2.74,,2.17%,22.12%,25.00%,CE,bullish,True,friday_close,1.4167,2.0,,20.59%,2024
Nov 11 2024,Monday,14:45,01:00,10:15,New York,33.55,1.45,1.0,22.41%,36.17%,38.04%,CE,bearish,True,be_stop,0.0,2.0,,32.98%,2024
Nov 11 2024,Monday,09:15,15:00,77:45,London,24.0,6.5,2.11,14.29%,21.59%,28.26%,LC-2A,bearish,False,be_stop,0.0,2.0,,21.74%,2024
Nov 14 2024,Thursday,13:45,14:00,00:15,New York,24.3,0.0,,-10.87%,13.75%,23.17%,LC-1,bearish,True,sl,-1.0,2.0,,23.17%,2024
Nov 15 2024,Friday,12:15,19:00,06:45,New York,20.2,14.2,,27.78%,31.08%,22.73%,LC-2A,bearish,True,friday_close,13.6733,2.0,,20.59%,2024
Nov 21 2024,Thursday,07:15,08:00,00:45,London,25.8,0.0,,10.94%,23.40%,23.40%,LC-2A,bullish,True,sl,-1.0,2.0,,23.40%,2024
Dec 3 2024,Tuesday,09:15,04:00,18:45,London,20.7,9.65,9.65,27.78%,25.00%,25.00%,LC-2A,bearish,True,be_stop,0.0,2.0,,25.00%,2024
Dec 11 2024,Wednesday,14:45,01:00,10:15,New York,25.3,1.85,1.74,25.00%,21.25%,42.31%,LC-1,bullish,True,be_stop,0.0,2.0,,26.83%,2024
Dec 13 2024,Friday,12:15,13:00,00:45,New York,26.5,0.0,,19.23%,23.26%,23.26%,LC-2A,bearish,True,sl,-1.0,2.0,,23.26%,2024
Dec 17 2024,Tuesday,12:15,13:00,00:45,New York,14.0,0.0,,8.70%,15.00%,22.58%,LC-1,bearish,True,sl,-1.0,2.0,,22.58%,2024
Dec 23 2024,Monday,09:30,10:00,00:30,London,14.9,0.18,,28.26%,36.36%,42.65%,CE,bullish,True,sl,-1.0,2.0,,42.65%,2024
Dec 23 2024,Monday,09:30,19:00,09:30,London,18.0,2.49,2.49,6.25%,17.11%,29.41%,LC-2A,bearish,True,be_stop,0.0,2.0,,20.31%,2024
Dec 26 2024,Thursday,09:15,02:00,16:45,London,21.6,3.66,3.66,15.22%,27.27%,29.41%,LC-1,bullish,True,be_stop,0.0,2.0,,17.74%,2024
Dec 27 2024,Friday,07:30,08:00,00:30,London,14.0,0.0,,2.17%,5.26%,11.54%,LC-1,bearish,True,sl,-1.0,2.0,,11.54%,2024
Dec 30 2024,Monday,14:15,15:00,00:45,New York,37.8,0.0,,8.93%,29.79%,21.74%,LC-2A,bullish,True,sl,-1.0,2.0,,21.74%,2024
Dec 31 2024,Tuesday,13:45,14:00,00:15,New York,19.0,0.0,,19.64%,22.97%,21.43%,LC-1,bearish,True,sl,-1.0,2.0,,21.43%,2024
Jan 8 2025,Wednesday,15:00,00:00,09:00,New York,33.0,1.78,1.48,22.58%,26.67%,25.00%,LC-2A,bullish,True,be_stop,0.0,2.0,,36.11%,2025
Jan 15 2025,Wednesday,14:15,19:00,52:45,New York,45.5,5.78,1.92,25.00%,29.41%,34.62%,LC-1,bearish,True,friday_close,3.9956,2.0,,27.27%,2025
Jan 15 2025,Wednesday,14:15,19:00,52:45,New York,45.5,5.78,1.92,31.25%,33.82%,38.46%,LC-2A,bearish,False,friday_close,3.9956,2.0,,31.82%,2025
Jan 21 2025,Tuesday,08:00,19:00,83:00,London,34.95,11.29,3.11,2.17%,23.40%,23.17%,CE,bullish,True,friday_close,10.9227,2.0,,18.48%,2025
Feb 4 2025,Tuesday,08:30,19:00,82:30,London,25.2,23.38,1.94,8.70%,20.31%,61.29%,LC-2A,bearish,True,friday_close,20.4524,2.0,,15.62%,2025
Feb 14 2025,Friday,14:15,16:00,01:45,New York,21.5,1.56,,15.22%,31.43%,38.24%,LC-2A,bullish,True,sl,-1.0,2.0,,38.24%,2025
Feb 26 2025,Wednesday,09:00,18:00,09:00,London,20.1,4.74,,-30.43%,10.00%,18.57%,LC-2B,bullish,True,sl,-1.0,2.0,,4.17%,2025
Feb 26 2025,Wednesday,09:15,10:00,00:45,London,23.6,0.0,,-17.39%,17.50%,21.43%,LC-2A,bullish,False,sl,-1.0,2.0,,21.43%,2025
Mar 4 2025,Tuesday,14:00,15:00,01:00,New York,50.1,0.0,,22.73%,31.25%,22.00%,LC-2B,bullish,True,sl,-1.0,2.0,,22.00%,2025
Mar 4 2025,Tuesday,14:00,15:00,01:00,New York,50.1,0.0,,30.77%,37.80%,26.74%,LC-2B,bullish,False,sl,-1.0,2.0,,26.74%,2025
Mar 10 2025,Monday,07:30,08:00,00:30,London,23.0,0.0,,13.46%,36.11%,21.05%,LC-2A,bullish,True,sl,-1.0,2.0,,21.05%,2025
Mar 10 2025,Monday,09:15,14:00,04:45,London,29.7,2.31,,6.90%,29.41%,29.79%,LC-2A,bullish,True,sl,-1.0,2.0,,28.81%,2025
Mar 17 2025,Monday,08:15,06:00,69:45,London,34.2,6.48,3.63,8.70%,18.18%,19.77%,LC-1,bullish,True,be_stop,0.0,2.0,,12.90%,2025
Mar 20 2025,Thursday,08:45,14:00,05:15,London,29.9,1.98,,2.17%,23.26%,26.74%,LC-1,bearish,True,sl,-1.0,2.0,,23.08%,2025
Mar 26 2025,Wednesday,09:30,21:00,11:30,London,23.7,2.67,2.67,42.31%,46.88%,52.44%,LC-2A,bullish,True,be_stop,0.0,2.0,,43.75%,2025
Apr 8 2025,Tuesday,07:15,08:00,00:45,London,26.2,0.0,,-10.87%,-3.45%,-8.62%,LC-1,bullish,True,sl,-1.0,2.0,,-8.62%,2025
Apr 21 2025,Monday,14:30,01:00,10:30,New York,20.2,2.92,2.46,46.00%,45.83%,62.50%,LC-2A,bearish,True,be_stop,0.0,2.0,,50.00%,2025
Apr 22 2025,Tuesday,09:00,10:00,01:00,London,24.5,0.0,,54.35%,41.94%,43.75%,CE,bearish,True,sl,-1.0,2.0,,43.75%,2025
May 8 2025,Thursday,09:00,10:00,01:00,London,16.7,0.0,,12.50%,21.88%,21.88%,LC-2A,bearish,True,sl,-1.0,2.0,,21.88%,2025
May 16 2025,Friday,08:15,15:00,06:45,London,27.55,0.7,,15.22%,34.38%,27.27%,CE,bearish,True,sl,-1.0,2.0,,27.27%,2025
May 23 2025,Friday,07:15,08:00,00:45,London,17.6,0.56,,21.74%,35.14%,31.08%,LC-2A,bearish,True,sl,-1.0,2.0,,31.08%,2025
Jun 11 2025,Wednesday,12:15,13:00,00:45,New York,9.9,0.0,,18.75%,25.00%,23.08%,LC-2A,bearish,True,sl,-1.0,2.0,,23.08%,2025
Jun 11 2025,Wednesday,12:15,13:00,00:45,New York,9.9,0.0,,12.50%,20.31%,23.08%,LC-2A,bearish,False,sl,-1.0,2.0,,23.08%,2025
Jun 11 2025,Wednesday,14:15,19:00,04:45,New York,24.5,1.81,1.81,8.93%,23.08%,35.71%,LC-2A,bullish,True,be_stop,0.0,2.0,,25.00%,2025
Jun 17 2025,Tuesday,09:15,13:00,03:45,London,33.7,0.61,,30.36%,20.83%,30.77%,LC-2A,bullish,True,sl,-1.0,2.0,,22.97%,2025
Jun 30 2025,Monday,09:15,22:00,12:45,London,23.4,2.15,2.15,18.75%,26.67%,34.38%,LC-2A,bullish,True,be_stop,0.0,2.0,,28.26%,2025
Jul 7 2025,Monday,09:45,19:00,105:15,London,18.4,13.46,8.99,30.77%,40.70%,37.50%,LC-2A,bullish,True,friday_close,9.8913,2.0,,34.38%,2025
