date,day,start_time,end_time,duration,session,sl_size_pips,max_rr,max_rr_to_be,htf_strength,trade_strength,final_probability,entry_model,direction,taken,exit_reason,terminal_r,sl_buffer_pips,tp_multiple,min_live_probability,year
May 4 2018,Friday,07:30,19:00,11:30,London,22.0,4.04,,47.83%,47.06%,39.19%,LC-1,bearish,True,friday_close,0.8636,2.0,,31.43%,2018
May 10 2018,Thursday,08:15,09:00,00:45,London,18.4,0.0,,2.17%,11.54%,-1.47%,LC-1,bullish,True,sl,-1.0,2.0,,-1.47%,2018
May 14 2018,Monday,12:30,14:00,01:30,New York,11.3,1.87,,12.50%,23.26%,23.26%,LC-1,bearish,True,sl,-1.0,2.0,,23.26%,2018
May 18 2018,Friday,12:15,19:00,06:45,New York,17.0,3.34,,-4.35%,23.47%,25.00%,LC-1,bearish,True,friday_close,2.7235,2.0,,18.75%,2018
Jun 4 2018,Monday,13:30,14:00,00:30,New York,21.8,0.06,,-6.25%,10.00%,14.29%,LC-1,bullish,True,sl,-1.0,2.0,,14.29%,2018
Jun 11 2018,Monday,12:30,13:00,72:30,New York,11.4,9.35,3.61,10.00%,6.25%,14.86%,LC-1,bullish,True,be_stop,0.0,2.0,,-1.61%,2018
Jun 19 2018,Tuesday,13:30,19:00,05:30,New York,37.35,1.03,,50.00%,55.88%,57.14%,CE,bearish,True,cut_19h,-0.2664,2.0,,55.88%,2018
Jul 10 2018,Tuesday,07:30,23:00,15:30,London,16.5,4.45,4.45,8.70%,28.95%,13.64%,LC-1,bullish,True,be_stop,0.0,2.0,,8.06%,2018
Jul 10 2018,Tuesday,13:15,21:00,07:45,New York,22.2,2.04,2.04,2.17%,25.00%,18.57%,CE,bullish,True,be_stop,0.0,2.0,,15.00%,2018
Jul 11 2018,Wednesday,13:45,14:00,00:15,New York,25.1,0.06,,8.70%,29.41%,25.00%,LC-1,bearish,True,sl,-1.0,2.0,,25.00%,2018
Jul 11 2018,Wednesday,13:45,14:00,00:15,New York,25.1,0.06,,2.17%,25.00%,20.59%,LC-1,bearish,False,sl,-1.0,2.0,,20.59%,2018
Jul 16 2018,Monday,14:15,15:00,00:45,New York,11.3,0.56,,14.29%,11.76%,14.86%,LC-2A,bullish,True,sl,-1.0,2.0,,14.86%,2018
Jul 17 2018,Tuesday,09:30,12:00,02:30,London,24.2,0.7,,28.26%,38.24%,45.83%,LC-2A,bullish,True,sl,-1.0,2.0,,45.83%,2018
Jul 31 2018,Tuesday,07:30,08:00,00:30,London,22.5,0.11,,6.25%,10.00%,17.35%,LC-2A,bearish,True,sl,-1.0,2.0,,17.35%,2018
Aug 29 2018,Wednesday,07:45,19:00,59:15,London,13.0,21.17,19.76,3.57%,17.02%,25.00%,LC-2A,bullish,True,friday_close,7.3231,2.0,,6.25%,2018
Aug 29 2018,Wednesday,13:30,14:00,00:30,New York,19.4,0.0,,27.59%,23.33%,25.00%,LC-1,bearish,True,sl,-1.0,2.0,,25.00%,2018
Sep 3 2018,Monday,09:15,18:00,32:45,London,17.0,4.06,2.62,18.75%,27.27%,36.84%,LC-1,bearish,True,be_stop,0.0,2.0,,25.00%,2018
Sep 6 2018,Thursday,14:45,15:00,00:15,New York,22.9,0.0,,-4.35%,17.11%,17.11%,LC-2A,bullish,True,sl,-1.0,2.0,,17.11%,2018
Sep 10 2018,Monday,08:00,19:00,107:00,London,20.7,18.15,8.57,2.17%,30.49%,31.43%,LC-2A,bullish,True,friday_close,15.3816,2.0,,10.00%,2018
Sep 10 2018,Monday,07:30,08:00,00:30,London,10.5,0.88,,28.26%,40.00%,32.26%,LC-1,bearish,True,sl,-1.0,2.0,,32.26%,2018
Sep 12 2018,Wednesday,16:00,17:00,01:00,New York,39.0,0.26,,-6.25%,19.23%,29.25%,CE,bearish,True,sl,-1.0,2.0,,29.25%,2018
Sep 17 2018,Monday,08:30,09:00,00:30,London,9.35,1.11,,-4.35%,15.62%,18.18%,CE,bearish,True,sl,-1.0,2.0,,18.18%,2018
Oct 1 2018,Monday,09:15,13:00,03:45,London,19.4,2.26,,14.29%,19.00%,27.68%,LC-2A,bearish,True,sl,-1.0,2.0,,20.59%,2018
Oct 15 2018,Monday,09:15,10:00,00:45,London,23.8,0.0,,43.75%,41.94%,43.75%,LC-1,bearish,True,sl,-1.0,2.0,,43.75%,2018
Oct 31 2018,Wednesday,09:15,11:00,01:45,London,13.1,0.53,,15.22%,22.97%,20.31%,LC-2A,bearish,True,sl,-1.0,2.0,,20.31%,2018
Dec 3 2018,Monday,08:15,19:00,106:45,London,20.4,12.12,5.57,16.00%,32.65%,62.50%,LC-2A,bearish,True,friday_close,9.2598,2.0,,34.78%,2018
Dec 5 2018,Wednesday,12:15,13:00,00:45,New York,19.6,0.0,,34.78%,32.89%,34.62%,LC-2A,bearish,True,sl,-1.0,2.0,,34.62%,2018
Dec 6 2018,Thursday,13:30,17:00,03:30,New York,11.9,4.87,,56.25%,39.19%,47.06%,LC-2B,bearish,True,sl,-1.0,2.0,,47.06%,2018
Dec 10 2018,Monday,07:45,08:00,00:15,London,15.9,0.0,,47.83%,55.41%,55.41%,LC-1,bearish,True,sl,-1.0,2.0,,55.41%,2018
Dec 13 2018,Thursday,14:15,19:00,04:45,New York,22.7,1.52,,34.78%,45.12%,40.79%,LC-2A,bearish,True,cut_19h,-0.0793,2.0,,33.33%,2018
Dec 14 2018,Friday,08:15,19:00,10:45,London,23.2,3.59,,37.50%,30.23%,33.33%,LC-2A,bearish,True,friday_close,2.8534,2.0,,28.41%,2018
Dec 18 2018,Tuesday,09:45,11:00,01:15,London,28.15,0.71,,34.78%,34.62%,43.75%,CE,bearish,True,sl,-1.0,2.0,,43.75%,2018
Dec 21 2018,Friday,08:45,09:00,00:15,London,16.7,0.0,,-25.00%,0.00%,3.12%,LC-1,bullish,True,sl,-1.0,2.0,,3.12%,2018
Jan 8 2019,Tuesday,07:30,10:00,02:30,London,34.85,0.49,,-4.35%,16.00%,9.30%,CE,bullish,True,sl,-1.0,2.0,,9.30%,2019
Jan 28 2019,Monday,08:15,09:00,00:45,London,15.5,0.0,,31.25%,35.14%,40.79%,LC-2A,bullish,True,sl,-1.0,2.0,,40.79%,2019
Feb 8 2019,Friday,07:15,10:00,02:45,London,15.8,0.97,,37.50%,38.24%,29.69%,LC-2A,bearish,True,sl,-1.0,2.0,,29.69%,2019
Feb 15 2019,Friday,07:15,10:00,02:45,London,26.3,1.21,,27.59%,41.46%,31.08%,LC-2A,bearish,True,sl,-1.0,2.0,,29.17%,2019
Apr 1 2019,Monday,09:15,22:00,12:45,London,20.3,5.9,5.9,28.26%,32.98%,47.30%,LC-1,bullish,True,be_stop,0.0,2.0,,28.26%,2019
Apr 10 2019,Wednesday,09:45,11:00,01:15,London,23.3,0.18,,30.00%,43.33%,36.67%,LC-2B,bearish,True,sl,-1.0,2.0,,36.67%,2019
Apr 19 2019,Friday,15:15,19:00,03:45,New York,9.8,0.94,,-4.35%,20.83%,4.55%,CE,bearish,True,friday_close,0.7959,2.0,,14.29%,2019
Apr 19 2019,Friday,15:15,19:00,03:45,New York,9.8,0.94,,-4.35%,20.83%,9.09%,CE,bearish,False,friday_close,0.7959,2.0,,18.57%,2019
May 20 2019,Monday,09:15,13:00,27:45,London,13.4,5.51,5.12,35.71%,43.75%,31.08%,LC-2A,bearish,True,be_stop,0.0,2.0,,43.24%,2019
May 31 2019,Friday,13:45,19:00,05:15,New York,44.45,0.72,,66.67%,62.50%,70.00%,CE,bearish,True,friday_close,0.1114,2.0,,62.50%,2019
Jun 4 2019,Tuesday,07:30,08:00,00:30,London,14.4,0.0,,60.87%,53.12%,54.55%,LC-1,bearish,True,sl,-1.0,2.0,,54.55%,2019
Jun 11 2019,Tuesday,08:00,16:00,32:00,London,11.7,5.38,5.38,8.70%,39.29%,29.41%,LC-2A,bullish,True,be_stop,0.0,2.0,,15.00%,2019
Jun 14 2019,Friday,07:30,19:00,11:30,London,8.7,8.69,,60.87%,58.75%,53.12%,LC-1,bearish,True,friday_close,6.8851,2.0,,48.68%,2019
Jul 1 2019,Monday,12:15,05:00,16:45,New York,17.6,1.95,1.95,35.00%,33.33%,38.39%,LC-2A,bullish,True,be_stop,0.0,2.0,,30.56%,2019
Jul 8 2019,Monday,07:15,08:00,00:45,London,10.4,0.0,,-12.50%,9.30%,12.79%,LC-2A,bullish,True,sl,-1.0,2.0,,12.79%,2019
Jul 15 2019,Monday,07:30,19:00,107:30,London,10.8,17.36,7.14,41.30%,48.78%,31.52%,LC-2A,bearish,True,friday_close,9.3426,2.0,,42.86%,2019
Aug 2 2019,Friday,13:15,14:00,00:45,New York,15.7,0.0,,54.35%,43.10%,51.61%,LC-1,bearish,True,sl,-1.0,2.0,,51.61%,2019
Aug 7 2019,Wednesday,12:30,13:00,00:30,New York,14.0,0.0,,-18.75%,-4.55%,-9.46%,LC-1,bullish,True,sl,-1.0,2.0,,-9.46%,2019
Aug 16 2019,Friday,09:00,19:00,10:00,London,13.9,6.17,,-10.87%,1.56%,9.09%,LC-1,bullish,True,friday_close,3.2446,2.0,,-1.61%,2019
Oct 11 2019,Friday,08:15,09:00,00:45,London,24.6,0.0,,18.75%,37.50%,35.71%,LC-1,bullish,True,sl,-1.0,2.0,,35.71%,2019
Nov 13 2019,Wednesday,14:30,15:00,00:30,New York,10.9,0.0,,7.69%,7.45%,5.43%,LC-1,bullish,True,sl,-1.0,2.0,,5.43%,2019
Nov 14 2019,Thursday,14:30,20:00,05:30,New York,19.45,0.79,0.79,28.26%,42.65%,47.30%,CE,bearish,True,be_stop,0.0,2.0,,47.06%,2019
Nov 15 2019,Friday,10:00,12:00,02:00,London,20.4,0.0,,12.50%,36.67%,29.41%,LC-2A,bearish,True,sl,-1.0,2.0,,29.41%,2019
Nov 29 2019,Friday,09:45,15:00,05:15,London,19.15,0.59,,22.00%,11.36%,17.86%,CE,bearish,True,sl,-1.0,2.0,,16.67%,2019
Dec 9 2019,Monday,14:30,15:00,00:30,New York,13.2,0.43,,-10.87%,13.64%,25.00%,LC-1,bearish,True,sl,-1.0,2.0,,25.00%,2019
Dec 18 2019,Wednesday,12:30,13:00,00:30,New York,17.5,0.0,,32.76%,39.29%,39.29%,LC-2B,bullish,True,sl,-1.0,2.0,,39.29%,2019
Dec 20 2019,Friday,12:15,19:00,06:45,New York,15.9,3.49,,0.00%,12.90%,12.90%,LC-2A,bullish,True,friday_close,-0.0314,2.0,,10.00%,2019
Dec 31 2019,Tuesday,07:30,16:00,56:30,London,14.0,12.85,12.85,3.57%,19.44%,8.33%,LC-2A,bullish,True,be_stop,0.0,2.0,,14.29%,2019
Jan 9 2020,Thursday,14:15,19:00,28:45,New York,32.05,2.4,1.18,29.69%,31.82%,37.00%,CE,bullish,True,friday_close,0.8534,2.0,,30.36%,2020
Jan 15 2020,Wednesday,08:45,09:00,00:15,London,18.0,0.21,,8.93%,13.33%,21.74%,LC-1,bullish,True,sl,-1.0,2.0,,21.74%,2020
Jan 21 2020,Tuesday,12:15,13:00,00:45,New York,13.4,0.0,,5.56%,6.67%,7.95%,LC-2A,bearish,True,sl,-1.0,2.0,,7.95%,2020
Jan 23 2020,Thursday,13:30,14:00,00:30,New York,11.1,0.0,,18.75%,28.75%,37.80%,LC-1,bullish,True,sl,-1.0,2.0,,37.80%,2020
Feb 11 2020,Tuesday,09:30,19:00,81:30,London,26.5,5.68,1.85,-4.35%,13.75%,28.57%,CE,bullish,True,friday_close,4.1547,2.0,,15.38%,2020
Feb 12 2020,Wednesday,07:15,08:00,00:45,London,9.5,0.0,,28.00%,21.05%,26.67%,CE,bearish,True,sl,-1.0,2.0,,26.67%,2020
Feb 12 2020,Wednesday,07:15,23:00,15:45,London,11.8,4.36,4.36,28.26%,37.80%,29.41%,LC-1,bullish,True,be_stop,0.0,2.0,,20.00%,2020
Mar 4 2020,Wednesday,07:45,12:00,04:15,London,13.25,2.9,,56.25%,54.17%,51.35%,CE,bearish,True,sl,-1.0,2.0,,51.35%,2020
Mar 11 2020,Wednesday,07:15,19:00,11:45,London,108.0,1.37,,-17.39%,28.75%,30.49%,LC-2A,bullish,True,cut_19h,-0.7102,2.0,,28.75%,2020
Mar 27 2020,Friday,09:00,10:00,01:00,London,56.35,0.0,,28.26%,29.79%,31.52%,CE,bearish,True,sl,-1.0,2.0,,31.52%,2020
Mar 27 2020,Friday,13:00,15:00,02:00,New York,33.1,1.75,,34.78%,31.82%,30.00%,LC-1,bearish,False,sl,-1.0,2.0,,30.00%,2020
Apr 3 2020,Friday,07:30,08:00,00:30,London,15.5,0.68,,2.17%,27.14%,25.00%,LC-2A,bullish,True,sl,-1.0,2.0,,25.00%,2020
Apr 3 2020,Friday,07:30,08:00,00:30,London,15.5,0.68,,2.17%,27.14%,25.00%,LC-2A,bullish,False,sl,-1.0,2.0,,25.00%,2020
Apr 10 2020,Friday,13:15,14:00,00:45,New York,8.8,0.0,,-1.79%,9.21%,7.69%,LC-2A,bearish,True,sl,-1.0,2.0,,7.69%,2020
Apr 22 2020,Wednesday,14:15,06:00,15:45,New York,14.3,4.26,4.26,54.35%,43.24%,39.19%,LC-2A,bearish,True,be_stop,0.0,2.0,,35.71%,2020
May 8 2020,Friday,12:30,19:00,06:30,New York,11.4,8.96,,-4.35%,20.83%,4.26%,LC-2A,bullish,True,friday_close,6.3158,2.0,,2.17%,2020
May 15 2020,Friday,08:15,10:00,01:45,London,19.7,0.47,,-30.43%,-4.65%,-5.00%,LC-2A,bullish,True,sl,-1.0,2.0,,-10.53%,2020
May 20 2020,Wednesday,09:15,17:00,07:45,London,17.4,2.36,,-4.35%,6.25%,17.11%,LC-2A,bullish,True,sl,-1.0,2.0,,16.67%,2020
May 21 2020,Thursday,08:30,09:00,00:30,London,12.4,1.19,,34.78%,28.57%,30.23%,LC-2A,bearish,True,sl,-1.0,2.0,,30.23%,2020
May 22 2020,Friday,07:45,08:00,00:15,London,11.4,0.0,,-17.39%,-8.33%,-8.62%,LC-1,bullish,True,sl,-1.0,2.0,,-8.62%,2020
May 25 2020,Monday,09:15,21:00,11:45,London,11.1,2.5,2.5,8.70%,13.33%,6.76%,LC-2A,bullish,True,be_stop,0.0,2.0,,1.43%,2020
Jun 2 2020,Tuesday,07:30,19:00,83:30,London,45.8,10.72,3.69,28.26%,27.42%,25.00%,CE,bullish,True,friday_close,8.893,2.0,,25.00%,2020
Jun 9 2020,Tuesday,15:00,16:00,01:00,New York,46.8,0.0,,-10.87%,11.76%,11.76%,LC-1,bearish,True,sl,-1.0,2.0,,11.76%,2020
Jun 10 2020,Wednesday,08:15,09:00,00:45,London,33.3,0.0,,25.00%,35.23%,37.21%,LC-1,bullish,True,sl,-1.0,2.0,,37.21%,2020
Jun 10 2020,Wednesday,08:15,09:00,00:45,London,33.3,0.0,,31.25%,42.05%,40.70%,LC-2A,bullish,False,sl,-1.0,2.0,,40.70%,2020
Jun 15 2020,Monday,14:15,20:00,29:45,New York,16.9,9.59,2.01,15.22%,22.97%,11.76%,LC-1,bullish,True,be_stop,0.0,2.0,,17.11%,2020
Jun 22 2020,Monday,09:15,10:00,00:45,London,14.4,0.0,,32.76%,26.92%,35.71%,LC-2A,bearish,True,sl,-1.0,2.0,,35.71%,2020
Jul 3 2020,Friday,07:15,08:00,00:45,London,11.1,1.26,,47.83%,38.46%,50.00%,LC-2A,bullish,True,sl,-1.0,2.0,,50.00%,2020
Jul 3 2020,Friday,07:15,08:00,00:45,London,11.1,1.26,,41.30%,34.62%,46.15%,LC-2A,bullish,False,sl,-1.0,2.0,,46.15%,2020
Jul 23 2020,Thursday,09:45,12:00,02:15,London,22.5,0.69,,27.78%,32.89%,36.17%,LC-1,bullish,True,sl,-1.0,2.0,,36.17%,2020
Jul 23 2020,Thursday,09:45,12:00,02:15,London,22.5,0.69,,27.78%,32.89%,39.36%,LC-2A,bullish,False,sl,-1.0,2.0,,39.36%,2020
Jul 29 2020,Wednesday,07:15,19:00,59:45,London,13.7,24.87,4.83,42.31%,51.25%,36.36%,LC-2A,bullish,True,friday_close,21.2847,2.0,,43.24%,2020
Jul 29 2020,Wednesday,07:15,19:00,59:45,London,13.7,24.87,4.83,32.26%,43.33%,28.95%,LC-2A,bullish,False,friday_close,21.2847,2.0,,35.71%,2020
Aug 7 2020,Friday,08:15,19:00,10:45,London,22.5,2.53,,21.74%,30.00%,26.83%,LC-1,bearish,True,friday_close,0.6711,2.0,,19.23%,2020
Aug 18 2020,Tuesday,08:45,09:00,00:15,London,14.0,0.0,,25.00%,26.74%,23.26%,LC-1,bearish,True,sl,-1.0,2.0,,23.26%,2020
Aug 24 2020,Monday,13:15,04:00,14:45,New York,17.1,3.29,3.29,20.00%,26.83%,30.23%,LC-2A,bearish,True,be_stop,0.0,2.0,,23.08%,2020
Sep 2 2020,Wednesday,07:45,08:00,00:15,London,16.6,0.0,,21.74%,32.89%,14.29%,LC-2A,bullish,True,sl,-1.0,2.0,,14.29%,2020
Sep 7 2020,Monday,09:15,19:00,105:45,London,18.1,26.67,4.43,41.30%,45.45%,56.58%,LC-1,bearish,True,friday_close,25.6575,2.0,,32.14%,2020
Sep 8 2020,Tuesday,07:15,19:00,83:45,London,19.2,21.05,9.07,2.17%,11.54%,40.79%,LC-2A,bearish,True,friday_close,20.0937,2.0,,6.90%,2020
Sep 10 2020,Thursday,14:45,15:00,00:15,New York,23.8,0.0,,-36.96%,10.71%,12.79%,LC-2A,bullish,True,sl,-1.0,2.0,,12.79%,2020
Sep 28 2020,Monday,08:00,19:00,107:00,London,17.7,13.69,9.31,12.50%,36.25%,20.31%,CE,bullish,True,friday_close,9.6271,2.0,,13.16%,2020
Oct 8 2020,Thursday,13:30,14:00,00:30,New York,18.3,0.42,,12.50%,28.57%,36.84%,LC-1,bearish,True,sl,-1.0,2.0,,36.84%,2020
Oct 20 2020,Tuesday,07:15,09:00,01:45,London,11.4,2.54,,8.70%,27.27%,8.06%,CE,bearish,True,sl,-1.0,2.0,,8.06%,2020
Oct 23 2020,Friday,13:45,15:00,01:15,New York,32.2,0.22,,19.64%,37.00%,41.18%,CE,bullish,True,sl,-1.0,2.0,,40.00%,2020
Oct 23 2020,Friday,09:30,13:00,03:30,London,18.1,1.52,,12.07%,17.50%,23.17%,LC-2A,bearish,True,sl,-1.0,2.0,,19.51%,2020
Oct 30 2020,Friday,12:15,13:00,00:45,New York,22.7,0.0,,28.26%,32.14%,32.14%,LC-2A,bearish,True,sl,-1.0,2.0,,32.14%,2020
Nov 16 2020,Monday,08:15,11:00,02:45,London,22.8,1.75,,15.22%,22.97%,17.11%,LC-1,bearish,True,sl,-1.0,2.0,,17.11%,2020
Nov 20 2020,Friday,09:00,16:00,07:00,London,19.0,0.57,,12.07%,23.33%,29.79%,CE,bearish,True,sl,-1.0,2.0,,28.26%,2020
Nov 25 2020,Wednesday,15:00,16:00,01:00,New York,17.2,0.0,,16.00%,17.86%,6.25%,LC-1,bearish,True,sl,-1.0,2.0,,6.25%,2020
Dec 11 2020,Friday,07:45,19:00,11:15,London,29.1,5.39,,41.30%,39.19%,31.43%,CE,bearish,True,friday_close,2.7491,2.0,,29.69%,2020
Dec 11 2020,Friday,07:45,19:00,11:15,London,29.1,5.39,,41.30%,39.19%,31.43%,CE,bearish,False,friday_close,2.7491,2.0,,29.69%,2020
Dec 14 2020,Monday,12:45,16:00,27:15,New York,24.3,3.83,3.33,27.59%,33.33%,39.29%,LC-1,bearish,True,be_stop,0.0,2.0,,28.41%,2020
Dec 15 2020,Tuesday,14:15,15:00,00:45,New York,13.3,0.0,,19.23%,30.23%,35.23%,LC-1,bullish,True,sl,-1.0,2.0,,35.23%,2020
Dec 30 2020,Wednesday,08:00,22:00,110:00,London,11.4,11.96,6.32,21.74%,34.15%,22.73%,LC-2B,bullish,True,friday_close,7.4123,2.0,,14.86%,2020
Jan 6 2021,Wednesday,14:45,19:00,04:15,New York,42.9,0.37,,0.00%,26.53%,25.00%,CE,bearish,True,cut_19h,-0.6946,2.0,,20.21%,2021
Jan 11 2021,Monday,08:15,10:00,01:45,London,14.9,0.34,,28.26%,37.50%,41.67%,LC-2A,bullish,True,sl,-1.0,2.0,,41.67%,2021
Jan 11 2021,Monday,09:15,15:00,05:45,London,17.0,0.96,,-4.35%,23.33%,26.60%,LC-1,bearish,True,sl,-1.0,2.0,,18.48%,2021
Feb 3 2021,Wednesday,08:15,12:00,27:45,London,17.2,4.05,2.46,19.64%,30.56%,32.14%,LC-2A,bearish,True,be_stop,0.0,2.0,,26.42%,2021
Feb 11 2021,Thursday,14:00,15:00,01:00,New York,12.7,0.0,,37.93%,47.50%,52.44%,CE,bullish,True,sl,-1.0,2.0,,52.44%,2021
Feb 11 2021,Thursday,15:15,22:00,06:45,New York,16.8,0.96,0.86,15.22%,28.12%,34.38%,CE,bearish,True,be_stop,0.0,2.0,,34.00%,2021
Mar 15 2021,Monday,13:30,14:00,00:30,New York,12.9,0.0,,8.70%,27.14%,37.50%,LC-1,bullish,True,sl,-1.0,2.0,,37.50%,2021
Mar 24 2021,Wednesday,13:45,14:00,00:15,New York,19.9,0.31,,37.50%,45.12%,40.00%,LC-2A,bearish,True,sl,-1.0,2.0,,40.00%,2021
Mar 24 2021,Wednesday,14:15,15:00,00:45,New York,12.3,0.0,,28.26%,33.82%,31.08%,LC-2A,bearish,False,sl,-1.0,2.0,,31.08%,2021
Mar 31 2021,Wednesday,15:45,16:00,00:15,New York,27.9,0.0,,8.70%,10.00%,3.57%,CE,bullish,True,sl,-1.0,2.0,,3.57%,2021
Apr 2 2021,Friday,16:30,19:00,02:30,New York,23.1,0.66,,8.93%,28.95%,22.97%,CE,bullish,True,friday_close,0.29,2.0,,28.95%,2021
Apr 12 2021,Monday,07:15,12:00,28:45,London,15.5,5.36,3.82,2.17%,17.11%,18.18%,LC-2A,bullish,True,be_stop,0.0,2.0,,15.38%,2021
Apr 12 2021,Monday,13:30,15:00,01:30,New York,17.5,0.17,,28.26%,40.00%,41.30%,LC-1,bullish,True,sl,-1.0,2.0,,40.00%,2021
Apr 14 2021,Wednesday,09:45,15:00,53:15,London,14.2,6.69,3.75,1.56%,5.10%,16.00%,LC-2A,bearish,True,be_stop,0.0,2.0,,8.70%,2021
Apr 16 2021,Friday,09:15,10:00,00:45,London,16.0,0.0,,8.70%,10.00%,2.70%,LC-2A,bearish,True,sl,-1.0,2.0,,2.70%,2021
Apr 21 2021,Wednesday,08:00,13:00,05:00,London,17.5,2.84,,37.93%,42.05%,40.00%,CE,bullish,True,sl,-1.0,2.0,,40.00%,2021
Apr 21 2021,Wednesday,08:15,09:00,00:45,London,19.5,0.0,,-43.48%,7.69%,13.46%,LC-2A,bearish,True,sl,-1.0,2.0,,13.46%,2021
May 6 2021,Thursday,08:00,09:00,01:00,London,15.8,0.29,,22.22%,38.64%,34.15%,LC-1,bullish,True,sl,-1.0,2.0,,34.15%,2021
May 19 2021,Wednesday,08:45,13:00,04:15,London,18.1,0.77,,28.26%,38.24%,40.91%,CE,bullish,True,sl,-1.0,2.0,,39.06%,2021
May 25 2021,Tuesday,09:15,11:00,01:45,London,16.6,0.0,,2.17%,32.14%,39.29%,LC-1,bearish,True,sl,-1.0,2.0,,32.14%,2021
May 31 2021,Monday,15:45,16:00,00:15,New York,15.05,0.0,,15.22%,22.58%,17.74%,CE,bearish,True,sl,-1.0,2.0,,17.74%,2021
Jun 3 2021,Thursday,14:30,21:00,06:30,New York,19.8,1.59,1.59,22.00%,33.33%,34.78%,CE,bearish,True,be_stop,0.0,2.0,,30.00%,2021
Jun 9 2021,Wednesday,08:30,09:00,00:30,London,12.8,0.0,,22.41%,43.75%,34.55%,LC-2A,bearish,True,sl,-1.0,2.0,,34.55%,2021
Jun 15 2021,Tuesday,07:15,08:00,00:45,London,10.65,0.0,,8.70%,17.74%,15.00%,CE,bullish,True,sl,-1.0,2.0,,15.00%,2021
Jul 1 2021,Thursday,07:15,20:00,12:45,London,13.35,3.79,3.79,8.70%,28.26%,21.25%,CE,bullish,True,be_stop,0.0,2.0,,14.77%,2021
Jul 9 2021,Friday,08:15,19:00,10:45,London,26.3,4.83,,8.70%,31.52%,48.36%,LC-1,bullish,True,friday_close,4.6958,2.0,,29.79%,2021
Jul 30 2021,Friday,07:15,15:00,07:45,London,15.1,2.79,,25.00%,38.04%,43.24%,LC-2A,bullish,True,sl,-1.0,2.0,,26.83%,2021
Jul 30 2021,Friday,14:45,19:00,04:15,New York,16.65,3.64,,16.00%,28.41%,23.08%,CE,bearish,True,friday_close,2.7778,2.0,,19.51%,2021
Aug 5 2021,Thursday,08:00,12:00,04:00,London,22.7,0.9,,28.00%,28.26%,36.17%,CE,bullish,True,sl,-1.0,2.0,,34.78%,2021
Aug 13 2021,Friday,15:00,19:00,04:00,New York,13.3,2.47,,41.30%,46.43%,39.19%,LC-1,bearish,True,friday_close,1.782,2.0,,39.19%,2021
Aug 18 2021,Wednesday,14:15,18:00,03:45,New York,13.4,0.72,,30.36%,26.74%,31.82%,LC-2A,bearish,True,sl,-1.0,2.0,,31.82%,2021
Aug 24 2021,Tuesday,07:15,09:00,25:45,London,10.5,7.91,7.91,22.41%,19.77%,34.15%,LC-2A,bearish,True,be_stop,0.0,2.0,,23.26%,2021
Aug 27 2021,Friday,15:45,19:00,03:15,New York,38.6,0.39,,2.17%,31.25%,30.00%,CE,bullish,True,friday_close,0.1736,2.0,,25.00%,2021
Oct 27 2021,Wednesday,08:00,12:00,52:00,London,13.5,9.63,9.63,12.50%,25.00%,14.77%,LC-2A,bearish,True,be_stop,0.0,2.0,,21.05%,2021
Nov 11 2021,Thursday,08:45,06:00,21:15,London,30.95,1.12,1.03,31.43%,35.71%,34.00%,CE,bearish,True,be_stop,0.0,2.0,,30.00%,2021
Dec 1 2021,Wednesday,15:00,16:00,01:00,New York,15.6,0.0,,-4.35%,13.16%,15.38%,LC-2A,bullish,True,sl,-1.0,2.0,,15.38%,2021
Dec 2 2021,Thursday,07:15,08:00,00:45,London,20.3,0.29,,41.30%,47.50%,35.14%,LC-2A,bearish,True,sl,-1.0,2.0,,35.14%,2021
Dec 2 2021,Thursday,07:15,08:00,00:45,London,20.3,0.29,,41.30%,47.50%,39.19%,LC-2A,bearish,False,sl,-1.0,2.0,,39.19%,2021
Dec 2 2021,Thursday,08:15,12:00,03:45,London,23.9,1.19,,-10.87%,28.57%,18.92%,LC-1,bullish,True,sl,-1.0,2.0,,18.92%,2021
Dec 2 2021,Thursday,14:45,19:00,04:15,New York,39.55,0.57,0.57,34.78%,45.83%,50.00%,CE,bearish,True,be_stop,0.0,2.0,,45.83%,2021
Dec 13 2021,Monday,07:45,16:00,08:15,London,17.9,2.88,,8.93%,25.00%,23.26%,LC-2A,bullish,True,sl,-1.0,2.0,,21.05%,2021
Jan 7 2022,Friday,08:15,13:00,04:45,London,17.7,0.73,,28.26%,31.52%,34.38%,LC-2A,bullish,True,sl,-1.0,2.0,,28.26%,2022
Jan 27 2022,Thursday,07:15,08:00,00:45,London,11.5,0.0,,15.22%,27.27%,31.43%,LC-2A,bullish,True,sl,-1.0,2.0,,31.43%,2022
Jan 27 2022,Thursday,07:15,08:00,00:45,London,11.5,0.0,,8.93%,21.05%,25.00%,LC-2A,bullish,False,sl,-1.0,2.0,,25.00%,2022
Feb 8 2022,Tuesday,07:15,09:00,01:45,London,15.3,0.28,,15.22%,34.62%,31.82%,LC-2A,bearish,True,sl,-1.0,2.0,,31.82%,2022
Feb 16 2022,Wednesday,07:15,12:00,04:45,London,19.9,1.15,,15.22%,33.33%,28.75%,LC-1,bullish,True,sl,-1.0,2.0,,23.17%,2022
Feb 16 2022,Wednesday,13:45,19:00,05:15,New York,34.1,1.1,,16.67%,40.62%,43.00%,CE,bearish,True,cut_19h,-0.4252,2.0,,39.36%,2022
