daily_swing_structure,daily_internal_structure,daily_fractal_structure,h4_swing_structure,h4_internal_structure,h4_fractal_structure,h1_swing_structure,daily_swing_zone,daily_internal_zone,h4_swing_zone,h4_internal_zone,h1_swing_zone
0.4801285438270615,0.9106323256064088,0.9478009919576919,1.1576776241668219,0.7759731220533065,0.26347904744557277,0.3218226191497208,0.27423329428008597,0.34863000100309194,0.5634480886378185,0.44320977844243575,0.2531465357810405
