daily_swing_structure,daily_internal_structure,daily_fractal_structure,h4_swing_structure,h4_internal_structure,h4_fractal_structure,h1_swing_structure,daily_swing_zone,daily_internal_zone,h4_swing_zone,h4_internal_zone,h1_swing_zone
1.1674450355061745,0.8823030290428199,0.7825200644085507,1.121662877251029,0.9183153975751793,0.503941849153759,0.4841794236967485,0.4651919953164826,0.5039418491537582,0.5245109042212581,0.615532382427175,0.41258168469886314
