date,day_of_week,session,order_placed_time,order_completed_time,direction,entry_price,sl_price,tp_price,sl_size,probability,result,max_r_reached,trade_duration,slb
2023-01-03,Tuesday,london,2023-01-03 07:00:00+00:00,2023-01-06 13:00:00+00:00,bearish,1.06236,1.06801,1.048235,0.005649999999999933,1.7375663130719545,win,2.500884955752238,3 days 06:00:00,0.0
2023-01-05,Thursday,ny,2023-01-05 13:00:00+00:00,2023-01-06 17:00:00+00:00,bearish,1.05521,1.06288,1.0360349999999998,0.007670000000000066,72.30163807317122,loss,0.9100391134289344,1 days 04:00:00,14.600000000000168
2023-01-10,Tuesday,ny,2023-01-10 12:00:00+00:00,2023-01-10 14:00:00+00:00,bearish,1.07191,1.07516,1.063785,0.003249999999999975,8.345405731481591,loss,0.2215384615384115,0 days 02:00:00,1.3000000000018552
2023-01-19,Thursday,london,2023-01-19 07:00:00+00:00,2023-01-23 00:00:00+00:00,bullish,1.08076,1.07821,1.087135,0.0025500000000000522,41.96980064977035,win,8.827450980391987,3 days 17:00:00,0.0
2023-01-24,Tuesday,ny,2023-01-24 14:00:00+00:00,2023-01-25 02:00:00+00:00,bearish,1.0842,1.08978,1.0702500000000001,0.005579999999999918,1.7375663130719545,loss,0.1272401433691754,0 days 12:00:00,13.099999999999223
2023-01-27,Friday,ny,2023-01-27 13:00:00+00:00,2023-01-30 09:00:00+00:00,bearish,1.0862,1.08953,1.077875,0.003330000000000055,0.5440648949599989,loss,0.729729729729764,2 days 20:00:00,18.399999999998418
2023-01-30,Monday,london,2023-01-30 07:00:00+00:00,2023-01-30 08:00:00+00:00,bearish,1.08594,1.08792,1.0809899999999997,0.001980000000000093,15.552383435046108,loss,0.0,0 days 01:00:00,24.599999999999067
2023-02-03,Friday,ny,2023-02-03 13:00:00+00:00,2023-04-13 00:00:00+00:00,bearish,1.08396,1.10043,1.042785,0.016469999999999985,1.7375663130719545,loss,1.9659987856709231,68 days 11:00:00,20.700000000000163
2023-02-06,Monday,london,2023-02-06 07:00:00+00:00,2023-02-06 15:00:00+00:00,bearish,1.07799,1.07987,1.0732899999999996,0.0018800000000001038,48.69915463858522,win,6.627659574467674,0 days 08:00:00,0.0
2023-02-06,Monday,ny,2023-02-06 14:00:00+00:00,2023-02-09 13:00:00+00:00,bearish,1.07443,1.0783,1.064755,0.00387000000000004,48.69915463858522,loss,1.9457364341085164,2 days 23:00:00,7.699999999999374
2023-02-07,Tuesday,london,2023-02-07 07:00:00+00:00,2023-02-07 15:00:00+00:00,bearish,1.07239,1.07425,1.0677400000000001,0.0018599999999999728,53.70001832394885,win,2.951612903225847,0 days 08:00:00,0.0
2023-02-07,Tuesday,ny,2023-02-07 13:00:00+00:00,2023-02-07 17:00:00+00:00,bearish,1.06951,1.07436,1.057385,0.004850000000000021,53.70001832394885,loss,0.5381443298969052,0 days 04:00:00,18.700000000000383
2023-02-10,Friday,london,2023-02-10 08:00:00+00:00,2023-02-10 09:00:00+00:00,bullish,1.0742,1.07171,1.0804250000000004,0.0024900000000001032,33.77908001861225,loss,0.10843373493975152,0 days 01:00:00,25.599999999998957
2023-02-10,Friday,london,2023-02-10 09:00:00+00:00,2023-02-14 06:00:00+00:00,bearish,1.07064,1.07412,1.0619400000000003,0.0034799999999999276,46.82247117417555,loss,1.4683908045977168,3 days 21:00:00,5.1000000000001044
2023-02-15,Wednesday,ny,2023-02-15 12:00:00+00:00,2023-02-22 19:00:00+00:00,bearish,1.06974,1.07327,1.0609149999999998,0.003530000000000033,46.82247117417555,win,4.909348441926256,7 days 07:00:00,0.0
2023-02-16,Thursday,ny,2023-02-16 13:00:00+00:00,2023-02-24 12:00:00+00:00,bearish,1.06792,1.07222,1.0571700000000002,0.0042999999999999705,53.70001832394885,win,3.606976744186051,7 days 23:00:00,0.0
2023-02-21,Tuesday,london,2023-02-21 08:00:00+00:00,2023-02-21 09:00:00+00:00,bearish,1.06603,1.06739,1.06263,0.0013600000000000279,47.09217890553922,loss,1.3088235294118222,0 days 01:00:00,24.100000000000232
2023-02-22,Wednesday,london,2023-02-22 08:00:00+00:00,2023-02-23 09:00:00+00:00,bearish,1.06452,1.06638,1.0598699999999994,0.0018600000000001948,53.70001832394885,win,6.043010752687494,1 days 01:00:00,0.0
2023-02-23,Thursday,london,2023-02-23 09:00:00+00:00,2023-02-28 13:00:00+00:00,bearish,1.05908,1.06275,1.0499049999999999,0.003670000000000062,53.70001832394885,loss,1.5803814713896265,5 days 04:00:00,13.099999999999223
2023-02-24,Friday,london,2023-02-24 07:00:00+00:00,2023-02-27 15:00:00+00:00,bearish,1.05893,1.06141,1.05273,0.0024800000000000377,53.70001832394885,loss,2.2782258064515513,3 days 08:00:00,0.0
2023-03-15,Wednesday,london,2023-03-15 09:00:00+00:00,2023-03-21 10:00:00+00:00,bearish,1.06777,1.07597,1.0472700000000001,0.008199999999999985,4.261202659021852,loss,1.9743902439024608,6 days 01:00:00,24.899999999998812
2023-03-16,Thursday,ny,2023-03-16 12:00:00+00:00,2023-03-17 02:00:00+00:00,bearish,1.05878,1.06353,1.046905,0.004750000000000032,-3.9267367629390266,loss,0.7747368421052848,0 days 14:00:00,9.399999999999409
2023-04-17,Monday,ny,2023-04-17 12:00:00+00:00,2023-04-24 08:00:00+00:00,bearish,1.09535,1.09997,1.0838000000000005,0.0046199999999998465,1.7375663130719545,loss,0.9610389610389929,6 days 20:00:00,20.700000000000163
2023-04-28,Friday,ny,2023-04-28 11:00:00+00:00,2023-04-28 14:00:00+00:00,bearish,1.09737,1.10363,1.0817199999999996,0.006260000000000154,-6.333482254813299,loss,0.18051118210859832,0 days 03:00:00,8.599999999998609
2023-05-01,Monday,london,2023-05-01 06:00:00+00:00,2023-05-01 12:00:00+00:00,bearish,1.09977,1.10143,1.0956199999999998,0.0016599999999999948,0.5440648949599989,loss,0.5722891566265117,0 days 06:00:00,21.200000000001218
2023-05-02,Tuesday,london,2023-05-02 08:00:00+00:00,2023-05-02 15:00:00+00:00,bearish,1.09718,1.09943,1.0915550000000005,0.0022499999999998632,-8.927600448302648,loss,1.3155555555556684,0 days 07:00:00,8.700000000001484
2023-05-02,Tuesday,ny,2023-05-02 13:00:00+00:00,2023-05-02 19:00:00+00:00,bearish,1.09434,1.10066,1.0785400000000003,0.006319999999999881,6.080718091783456,loss,0.004746835443069162,0 days 06:00:00,7.099999999999884
2023-05-09,Tuesday,ny,2023-05-09 11:00:00+00:00,2023-05-10 12:00:00+00:00,bearish,1.09635,1.10007,1.0870499999999996,0.0037200000000001676,-0.7968290579898427,loss,0.6048387096773553,1 days 01:00:00,5.599999999998939
2023-05-10,Wednesday,london,2023-05-10 08:00:00+00:00,2023-05-10 12:00:00+00:00,bearish,1.09519,1.09772,1.0888650000000002,0.002529999999999921,48.69915463858522,loss,0.41501976284594866,0 days 04:00:00,29.09999999999968
2023-05-11,Thursday,london,2023-05-11 06:00:00+00:00,2023-05-19 01:00:00+00:00,bearish,1.09303,1.09981,1.07608,0.006780000000000008,48.69915463858522,win,4.352507374631252,7 days 19:00:00,0.0
2023-05-11,Thursday,ny,2023-05-11 13:00:00+00:00,2023-05-30 05:00:00+00:00,bearish,1.09016,1.09822,1.0700100000000001,0.008059999999999956,72.30163807317122,win,3.3052109181141613,18 days 16:00:00,0.0
2023-05-12,Friday,london,2023-05-12 07:00:00+00:00,2023-05-12 16:00:00+00:00,bearish,1.09076,1.0929,1.08541,0.0021400000000000308,72.30163807317122,win,10.0,0 days 09:00:00,0.0
2023-05-17,Wednesday,ny,2023-05-17 13:00:00+00:00,2023-05-17 16:00:00+00:00,bearish,1.08152,1.08416,1.07492,0.0026399999999999757,72.30163807317122,loss,0.18939393939392027,0 days 03:00:00,7.399999999999629
2023-05-25,Thursday,ny,2023-05-25 13:00:00+00:00,2023-05-26 03:00:00+00:00,bearish,1.07133,1.0738,1.0651549999999994,0.0024700000000001943,53.70001832394885,loss,0.08097165991901305,0 days 14:00:00,6.399999999999739
2023-05-26,Friday,ny,2023-05-26 13:00:00+00:00,2023-06-01 16:00:00+00:00,bearish,1.07227,1.07585,1.0633200000000003,0.0035799999999999166,53.70001832394885,loss,2.4441340782123575,6 days 03:00:00,5.9000000000009045
2023-06-21,Wednesday,london,2023-06-21 06:00:00+00:00,2023-06-21 08:00:00+00:00,bearish,1.091,1.0921,1.0882499999999997,0.001100000000000101,23.623432002931356,loss,0.09090909090907257,0 days 02:00:00,8.699999999999264
2023-06-29,Thursday,ny,2023-06-29 13:00:00+00:00,2023-06-30 14:00:00+00:00,bearish,1.08688,1.09187,1.0744050000000005,0.004989999999999828,50.099771413962614,loss,0.6733466933868028,1 days 01:00:00,4.100000000000215
2023-06-30,Friday,london,2023-06-30 07:00:00+00:00,2023-06-30 12:00:00+00:00,bearish,1.08563,1.08754,1.0808550000000006,0.0019099999999998563,48.69915463858522,loss,1.1047120418849294,0 days 05:00:00,41.20000000000123
2023-07-20,Thursday,ny,2023-07-20 12:00:00+00:00,2023-07-24 07:00:00+00:00,bearish,1.11825,1.12166,1.1097249999999996,0.003410000000000135,41.58779748337156,win,10.0,3 days 19:00:00,0.0
2023-07-21,Friday,london,2023-07-21 07:00:00+00:00,2023-07-24 08:00:00+00:00,bearish,1.11278,1.11417,1.109305,0.0013900000000000023,41.58779748337156,win,3.82733812949639,3 days 01:00:00,0.0
2023-07-24,Monday,london,2023-07-24 07:00:00+00:00,2023-07-27 07:00:00+00:00,bearish,1.1081,1.11327,1.0951750000000002,0.005169999999999897,41.58779748337156,loss,1.1663442940038877,3 days 00:00:00,6.500000000000394
2023-07-25,Tuesday,london,2023-07-25 08:00:00+00:00,2023-07-26 18:00:00+00:00,bearish,1.10647,1.10868,1.1009449999999998,0.0022100000000000453,41.58779748337156,loss,1.9909502262442849,1 days 10:00:00,19.799999999998708
2023-07-28,Friday,london,2023-07-28 07:00:00+00:00,2023-07-28 10:00:00+00:00,bearish,1.09515,1.09882,1.0859750000000004,0.00366999999999984,22.25786821140697,loss,0.10354223433244238,0 days 03:00:00,29.90000000000048
2023-08-01,Tuesday,london,2023-08-01 07:00:00+00:00,2023-08-01 21:00:00+00:00,bearish,1.09796,1.10028,1.0921600000000002,0.0023199999999998777,22.25786821140697,loss,1.1767241379311488,0 days 14:00:00,15.300000000000313
2023-08-01,Tuesday,ny,2023-08-01 12:00:00+00:00,2023-08-01 21:00:00+00:00,bearish,1.09563,1.10002,1.0846550000000004,0.004389999999999894,22.25786821140697,loss,0.009111617312082225,0 days 09:00:00,17.899999999999583
2023-08-11,Friday,london,2023-08-11 08:00:00+00:00,2023-08-11 09:00:00+00:00,bullish,1.09994,1.09838,1.10384,0.0015600000000000058,44.48257262142115,loss,0.0641025641025568,0 days 01:00:00,7.199999999998319
2023-08-11,Friday,ny,2023-08-11 12:00:00+00:00,2023-08-14 13:00:00+00:00,bearish,1.09682,1.10031,1.088095,0.003489999999999993,6.431772044985662,win,10.0,3 days 01:00:00,0.0
2023-08-14,Monday,ny,2023-08-14 12:00:00+00:00,2023-08-25 07:00:00+00:00,bearish,1.09056,1.096,1.0769599999999997,0.005440000000000111,37.116995825472536,win,8.406249999999837,10 days 19:00:00,0.0
2023-08-18,Friday,ny,2023-08-18 12:00:00+00:00,2023-08-21 09:00:00+00:00,bearish,1.08555,1.08938,1.0759750000000001,0.00383,74.67362168100327,loss,0.06527415143605313,2 days 21:00:00,10.499999999999954
2023-08-23,Wednesday,london,2023-08-23 07:00:00+00:00,2023-08-23 15:00:00+00:00,bearish,1.08179,1.08553,1.0724399999999998,0.0037400000000000766,74.67362168100327,loss,0.4117647058823704,0 days 08:00:00,12.899999999997913
2023-08-25,Friday,london,2023-08-25 07:00:00+00:00,2023-08-25 12:00:00+00:00,bearish,1.07712,1.08159,1.0659450000000001,0.004469999999999974,74.67362168100327,loss,0.11409395973154662,0 days 05:00:00,25.800000000000267
2023-08-28,Monday,london,2023-08-28 08:00:00+00:00,2023-08-28 10:00:00+00:00,bearish,1.08005,1.08125,1.0770499999999998,0.0012000000000000899,74.67362168100327,loss,0.04166666666656644,0 days 02:00:00,7.299999999998974
2023-08-29,Tuesday,ny,2023-08-29 12:00:00+00:00,2023-08-29 14:00:00+00:00,bearish,1.07921,1.08296,1.0698350000000003,0.00374999999999992,67.79607453122996,loss,0.264000000000018,0 days 02:00:00,27.300000000001212
2023-09-05,Tuesday,london,2023-09-05 06:00:00+00:00,2023-09-07 12:00:00+00:00,bearish,1.07666,1.07938,1.0698599999999998,0.0027200000000000557,74.67362168100327,win,10.0,2 days 06:00:00,0.0
2023-09-07,Thursday,london,2023-09-07 06:00:00+00:00,2023-09-08 14:00:00+00:00,bearish,1.07165,1.07317,1.06785,0.0015199999999999658,74.67362168100327,loss,2.0,1 days 08:00:00,0.0
2023-09-08,Friday,london,2023-09-08 07:00:00+00:00,2023-09-08 13:00:00+00:00,bearish,1.07086,1.07232,1.0672099999999998,0.0014600000000000168,74.67362168100327,loss,0.9931506849314621,0 days 06:00:00,20.599999999999508
2023-09-12,Tuesday,ny,2023-09-12 12:00:00+00:00,2023-09-27 10:00:00+00:00,bearish,1.07073,1.07692,1.0552549999999996,0.00619000000000014,59.665303140917146,win,4.184168012923982,14 days 22:00:00,0.0
2023-09-14,Thursday,ny,2023-09-14 12:00:00+00:00,2023-09-27 18:00:00+00:00,bearish,1.06767,1.07521,1.0488199999999996,0.007540000000000102,74.67362168100327,win,3.0291777188328464,13 days 06:00:00,0.0
2023-09-18,Monday,london,2023-09-18 06:00:00+00:00,2023-09-18 09:00:00+00:00,bearish,1.06584,1.06736,1.0620399999999994,0.0015200000000001879,100.0,loss,0.1447368421051709,0 days 03:00:00,24.999999999999467
2023-09-20,Wednesday,london,2023-09-20 07:00:00+00:00,2023-09-20 14:00:00+00:00,bullish,1.06903,1.06781,1.07208,0.0012199999999999989,-19.12874107584854,win,3.8114754098361043,0 days 07:00:00,0.0
2023-09-25,Monday,london,2023-09-25 07:00:00+00:00,2023-09-25 14:00:00+00:00,bearish,1.06378,1.06555,1.0593549999999998,0.0017700000000000493,100.0,win,10.0,0 days 07:00:00,0.0
2023-09-25,Monday,ny,2023-09-25 12:00:00+00:00,2023-09-27 11:00:00+00:00,bearish,1.06221,1.06531,1.0544600000000004,0.0030999999999998806,100.0,win,5.606451612903498,1 days 23:00:00,0.0
2023-09-26,Tuesday,london,2023-09-26 06:00:00+00:00,2023-09-26 08:00:00+00:00,bearish,1.05716,1.05966,1.0509100000000002,0.0024999999999999467,100.0,loss,0.06800000000000284,0 days 02:00:00,6.399999999999739
2023-10-06,Friday,ny,2023-10-06 12:00:00+00:00,2023-10-06 14:00:00+00:00,bearish,1.04962,1.05518,1.03572,0.005560000000000009,60.5714203989927,loss,0.14208633093526388,0 days 02:00:00,48.09999999999981
2023-10-09,Monday,london,2023-10-09 06:00:00+00:00,2023-10-09 23:00:00+00:00,bearish,1.0537,1.05742,1.0444000000000002,0.0037199999999999456,67.17925981740234,loss,0.47311827956989505,0 days 17:00:00,0.0
2023-10-27,Friday,ny,2023-10-27 11:00:00+00:00,2023-10-27 13:00:00+00:00,bearish,1.0537,1.05698,1.0455,0.0032799999999999496,-2.202841878528262,loss,0.04573170731710269,0 days 02:00:00,24.899999999998812
2023-11-10,Friday,london,2023-11-10 09:00:00+00:00,2023-11-14 10:00:00+00:00,bullish,1.06771,1.0656,1.0729849999999996,0.0021099999999998342,48.46614525926537,win,10.0,4 days 01:00:00,0.0
2023-11-17,Friday,london,2023-11-17 07:00:00+00:00,2023-11-17 09:00:00+00:00,bearish,1.08383,1.08569,1.07918,0.0018599999999999728,18.320588811548273,loss,0.7311827956989504,0 days 02:00:00,14.300000000000423
2023-11-22,Wednesday,ny,2023-11-22 14:00:00+00:00,2023-11-23 08:00:00+00:00,bearish,1.08744,1.09197,1.0761149999999997,0.004530000000000145,16.45478014080114,loss,0.4900662251655227,0 days 18:00:00,4.299999999999304
2023-11-30,Thursday,london,2023-11-30 07:00:00+00:00,2023-12-01 13:00:00+00:00,bearish,1.09514,1.09838,1.0870400000000002,0.0032399999999999096,9.577232991027849,win,7.030864197531067,1 days 06:00:00,0.0
2023-11-30,Thursday,ny,2023-11-30 14:00:00+00:00,2023-12-08 13:00:00+00:00,bearish,1.09084,1.09817,1.0725149999999999,0.007330000000000059,23.392050113001996,win,2.5211459754433703,7 days 23:00:00,0.0
2023-12-01,Friday,london,2023-12-01 07:00:00+00:00,2023-12-01 14:00:00+00:00,bearish,1.08946,1.09122,1.0850600000000001,0.0017599999999999838,23.392050113001996,win,9.715909090909246,0 days 07:00:00,0.0
