date,day_of_week,session,order_placed_time,order_completed_time,direction,entry_price,sl_price,tp_price,sl_size,probability,result,max_r_reached,trade_duration,slb
2020-01-03,Friday,london,2020-01-03 07:00:00+00:00,2020-01-03 16:00:00+00:00,bearish,1.11532,1.11784,1.1090200000000006,0.0025199999999998557,30.0,loss,1.1230158730159812,0 days 09:00:00,0.0
2020-01-07,Tuesday,ny,2020-01-07 13:00:00+00:00,2020-01-22 15:00:00+00:00,bearish,1.11561,1.11896,1.1072350000000002,0.003349999999999964,10.0,win,10.0,15 days 02:00:00,0.0
2020-01-08,Wednesday,london,2020-01-08 08:00:00+00:00,2020-01-16 12:00:00+00:00,bearish,1.11348,1.11682,1.1051300000000004,0.0033399999999998986,10.0,loss,1.4910179640718968,8 days 04:00:00,1.500000000000945
2020-01-09,Thursday,london,2020-01-09 09:00:00+00:00,2020-01-10 16:00:00+00:00,bearish,1.10995,1.11204,1.1047250000000002,0.0020899999999999253,50.0,loss,0.6937799043062216,1 days 07:00:00,8.700000000001484
2020-01-10,Friday,london,2020-01-10 08:00:00+00:00,2020-01-10 13:00:00+00:00,bearish,1.10993,1.11111,1.10698,0.0011799999999999589,40.0,loss,1.211864406779739,0 days 05:00:00,6.800000000000139
2020-01-17,Friday,london,2020-01-17 09:00:00+00:00,2020-01-17 15:00:00+00:00,bearish,1.11276,1.11411,1.109385,0.0013499999999999623,0.0,win,10.0,0 days 06:00:00,0.0
2020-01-20,Monday,london,2020-01-20 08:00:00+00:00,2020-01-21 03:00:00+00:00,bearish,1.1089,1.10985,1.106525,0.0009500000000000064,40.0,loss,1.305263157894631,0 days 19:00:00,11.399999999999189
2020-01-20,Monday,ny,2020-01-20 14:00:00+00:00,2020-01-21 10:00:00+00:00,bearish,1.1082,1.11023,1.1031250000000001,0.0020299999999999763,40.0,loss,0.26600985221674445,0 days 20:00:00,7.800000000000029
2020-01-22,Wednesday,ny,2020-01-22 14:00:00+00:00,2020-01-22 21:00:00+00:00,bearish,1.10733,1.10947,1.1019799999999997,0.0021400000000000308,60.0,loss,0.15420560747660594,0 days 07:00:00,1.9999999999997797
2020-01-23,Thursday,ny,2020-01-23 14:00:00+00:00,2020-01-27 15:00:00+00:00,bearish,1.10692,1.10922,1.1011699999999993,0.0023000000000001908,60.0,win,3.343478260869277,4 days 01:00:00,0.0
2020-01-27,Monday,london,2020-01-27 09:00:00+00:00,2020-01-30 15:00:00+00:00,bearish,1.10208,1.10358,1.0983299999999998,0.0015000000000000568,80.0,loss,1.8999999999999408,3 days 06:00:00,3.5000000000007248
2020-01-29,Wednesday,ny,2020-01-29 13:00:00+00:00,2020-01-29 19:00:00+00:00,bearish,1.09924,1.10165,1.0932149999999998,0.0024100000000000232,80.0,loss,0.0,0 days 06:00:00,4.20000000000087
2020-02-05,Wednesday,london,2020-02-05 09:00:00+00:00,2020-02-06 15:00:00+00:00,bearish,1.1026,1.10459,1.0976250000000003,0.0019899999999999363,50.0,win,10.0,1 days 06:00:00,0.0
2020-02-06,Thursday,ny,2020-02-06 14:00:00+00:00,2020-02-10 15:00:00+00:00,bearish,1.09882,1.10138,1.0924199999999997,0.0025600000000001177,60.0,win,8.218749999999602,4 days 01:00:00,0.0
2020-02-07,Friday,london,2020-02-07 07:00:00+00:00,2020-02-10 15:00:00+00:00,bearish,1.09667,1.09849,1.0921200000000002,0.0018199999999999328,100.0,win,10.0,3 days 08:00:00,0.0
2020-02-10,Monday,ny,2020-02-10 13:00:00+00:00,2020-02-12 18:00:00+00:00,bearish,1.09325,1.0955,1.0876250000000005,0.0022499999999998632,100.0,win,6.875555555556016,2 days 05:00:00,0.0
2020-02-11,Tuesday,ny,2020-02-11 13:00:00+00:00,2020-02-11 14:00:00+00:00,bearish,1.09035,1.09206,1.0860749999999997,0.0017100000000001003,100.0,loss,0.11695906432746564,0 days 01:00:00,4.199999999998649
2020-02-18,Tuesday,ny,2020-02-18 12:00:00+00:00,2020-02-21 14:00:00+00:00,bearish,1.08143,1.08367,1.0758299999999998,0.0022400000000000198,100.0,loss,1.6294642857142405,3 days 02:00:00,26.700000000001722
2020-02-21,Friday,london,2020-02-21 07:00:00+00:00,2020-02-21 14:00:00+00:00,bullish,1.07961,1.07828,1.082935,0.0013300000000000534,-10.0,win,10.0,0 days 07:00:00,0.0
2020-02-26,Wednesday,ny,2020-02-26 14:00:00+00:00,2020-02-27 00:00:00+00:00,bearish,1.08597,1.09086,1.0737450000000006,0.004889999999999839,60.0,loss,0.05316973415136147,0 days 10:00:00,5.800000000000249
2020-03-12,Thursday,london,2020-03-12 09:00:00+00:00,2020-03-12 16:00:00+00:00,bearish,1.12444,1.13195,1.1056650000000003,0.007509999999999906,30.0,win,8.10519307589893,0 days 07:00:00,0.0
2020-03-13,Friday,ny,2020-03-13 12:00:00+00:00,2020-03-16 08:00:00+00:00,bearish,1.11101,1.1214,1.0850350000000004,0.0103899999999999,50.0,loss,0.5303176130895264,2 days 20:00:00,22.600000000001508
2020-03-17,Tuesday,london,2020-03-17 09:00:00+00:00,2020-03-18 15:00:00+00:00,bearish,1.10937,1.11891,1.0855199999999998,0.009540000000000104,50.0,win,4.800838574423435,1 days 06:00:00,0.0
