date,day_of_week,session,order_placed_time,order_completed_time,direction,entry_price,sl_price,tp_price,sl_size,probability,result,max_r_reached,trade_duration,slb
2022-01-07,Friday,ny,2022-01-07 12:00:00+00:00,2022-01-07 13:00:00+00:00,bearish,1.12972,1.13192,1.1242200000000002,0.0021999999999999797,13.255973479126624,loss,0.22727272727280526,0 days 01:00:00,15.399999999998748
2022-01-17,Monday,ny,2022-01-17 12:00:00+00:00,2022-01-21 01:00:00+00:00,bearish,1.13963,1.14344,1.1301049999999997,0.003810000000000091,19.04546430540348,win,7.217847769028661,3 days 13:00:00,0.0
2022-01-18,Tuesday,ny,2022-01-18 12:00:00+00:00,2022-01-18 17:00:00+00:00,bearish,1.13816,1.14057,1.132135,0.0024100000000000232,26.95973464295801,win,10.0,0 days 05:00:00,0.0
2022-01-25,Tuesday,london,2022-01-25 09:00:00+00:00,2022-01-27 11:00:00+00:00,bearish,1.12876,1.13289,1.118435,0.004129999999999967,42.08709536695899,win,4.026634382566599,2 days 02:00:00,0.0
2022-01-28,Friday,london,2022-01-28 07:00:00+00:00,2022-01-28 13:00:00+00:00,bearish,1.11348,1.11558,1.10823,0.0020999999999999908,100.0,loss,0.6428571428571278,0 days 06:00:00,17.700000000000493
2022-02-09,Wednesday,london,2022-02-09 07:00:00+00:00,2022-02-09 10:00:00+00:00,bearish,1.1409,1.14323,1.135075,0.0023299999999999432,60.18255775239641,loss,0.030042918454942575,0 days 03:00:00,9.200000000000319
2022-02-10,Thursday,ny,2022-02-10 13:00:00+00:00,2022-02-10 15:00:00+00:00,bearish,1.14078,1.14463,1.1311549999999997,0.003850000000000131,52.57865095749108,loss,0.8571428571427913,0 days 02:00:00,48.500000000000206
2022-02-14,Monday,london,2022-02-14 07:00:00+00:00,2022-02-14 10:00:00+00:00,bearish,1.13381,1.13522,1.1302850000000002,0.0014099999999999113,82.41896020436596,win,4.127659574468299,0 days 03:00:00,0.0
2022-02-25,Friday,london,2022-02-25 08:00:00+00:00,2022-02-25 12:00:00+00:00,bearish,1.11775,1.12285,1.1050000000000004,0.005099999999999882,100.0,loss,0.22745098039217188,0 days 04:00:00,13.000000000000789
2022-03-03,Thursday,london,2022-03-03 09:00:00+00:00,2022-03-04 00:00:00+00:00,bearish,1.10799,1.11062,1.1014150000000003,0.00262999999999991,100.0,win,10.0,0 days 15:00:00,0.0
2022-03-21,Monday,london,2022-03-21 08:00:00+00:00,2022-03-21 11:00:00+00:00,bullish,1.10564,1.10344,1.1111399999999998,0.0021999999999999797,4.33310351067973,loss,0.6227272727273209,0 days 03:00:00,5.299999999999194
2022-04-04,Monday,london,2022-04-04 08:00:00+00:00,2022-04-05 14:00:00+00:00,bearish,1.10222,1.10539,1.0942949999999998,0.003170000000000117,1.774788052418643,win,10.0,1 days 06:00:00,0.0
2022-04-07,Thursday,london,2022-04-07 08:00:00+00:00,2022-04-07 13:00:00+00:00,bearish,1.08778,1.09341,1.073705,0.005630000000000024,81.18630310222224,loss,0.23801065719358636,0 days 05:00:00,0.0
2022-04-08,Friday,ny,2022-04-08 13:00:00+00:00,2022-04-10 21:00:00+00:00,bearish,1.08399,1.08917,1.07104,0.005179999999999962,81.18630310222224,loss,0.01930501930501732,2 days 08:00:00,22.100000000000453
2022-04-12,Tuesday,london,2022-04-12 06:00:00+00:00,2022-04-12 12:00:00+00:00,bearish,1.08603,1.0883,1.080355,0.0022699999999999942,81.18630310222224,loss,0.4229074889868169,0 days 06:00:00,20.199999999999108
