daily_swing_structure,daily_internal_structure,daily_fractal_structure,h4_swing_structure,h4_internal_structure,h4_fractal_structure,h1_swing_structure,daily_swing_zone,daily_internal_zone,h4_swing_zone,h4_internal_zone,h1_swing_zone
2.268928890609617,1.582901973157577,0.9041004293587751,1.0193867015858264,0.8686455105603921,0.4579911039392831,0.6060043125772373,0.8018523148233379,0.4061951691834411,0.537469007926057,0.6060043125772373,0.47668461838578413
