daily_swing_structure,daily_internal_structure,daily_fractal_structure,h4_swing_structure,h4_internal_structure,h4_fractal_structure,h1_swing_structure,h1_internal_structure,h1_fractal_structure,daily_swing_zone,daily_internal_zone,h4_swing_zone,h4_internal_zone,h1_swing_zone,h1_internal_zone
2.555521545231918,1.5493554989524514,1.549355498952451,1.0382173990208936,0.8498786418288946,0.5152623931567519,0.6957056455787547,0.2826404289897607,0.2826404289897607,0.381620208904239,0.4217907572099484,0.5152623931567515,0.3816202089042391,0.849878641828894,0.2826404289897607
