daily_swing_structure,daily_internal_structure,daily_fractal_structure,h4_swing_structure,h4_internal_structure,h4_fractal_structure,h1_swing_structure,h1_internal_structure,h1_fractal_structure,daily_swing_zone,daily_internal_zone,h4_swing_zone,h4_internal_zone,h1_swing_zone,h1_internal_zone
0.4434256789623594,0.3284155849263385,0.4011946619183249,0.1334235569315872,0.401194661918325,0.29713791017144925,0.2688390615836921,0.1629911041740442,0.1629911041740442,0.2688390615836919,0.16299110417404428,0.1629911041740443,0.4434256789623595,0.2432353414328643,0.1629911041740442
