daily_swing_structure,daily_internal_structure,daily_fractal_structure,h4_swing_structure,h4_internal_structure,h4_fractal_structure,h1_swing_structure,h1_internal_structure,h1_fractal_structure,daily_swing_zone,daily_internal_zone,h4_swing_zone,h4_internal_zone,h1_swing_zone,h1_internal_zone
0.9924772974163419,0.2444560940525391,0.4456511493896238,0.4925617966937943,0.8124360643249431,0.4032081827810881,0.49256179669379463,0.2444560940525391,0.2444560940525391,0.897955650043357,0.33006384123349847,0.49256179669379496,0.29862918968745095,0.3648074034686036,0.2444560940525391
