daily_swing_structure,daily_internal_structure,daily_fractal_structure,h4_swing_structure,h4_internal_structure,h4_fractal_structure,h1_swing_structure,h1_internal_structure,h1_fractal_structure,daily_swing_zone,daily_internal_zone,h4_swing_zone,h4_internal_zone,h1_swing_zone,h1_internal_zone
1.3705709526917622,2.498593961236415,1.1219413014098096,0.8309464837889952,1.1219413014098094,0.7518087234281376,0.5568141706072341,0.3375839654862605,0.3375839654862605,0.4558047972544478,1.0150897488945891,0.30543311163042597,0.5037842495970215,0.37311911974797213,0.3375839654862605
