daily_swing_structure,daily_internal_structure,daily_fractal_structure,h4_swing_structure,h4_internal_structure,h4_fractal_structure,h1_swing_structure,h1_internal_structure,h1_fractal_structure,daily_swing_zone,daily_internal_zone,h4_swing_zone,h4_internal_zone,h1_swing_zone,h1_internal_zone
1.807091994695963,1.807091994695963,0.9912566167999937,0.8968512247238034,1.0955994185684141,0.6009766941615418,0.6009766941615415,0.3296578848109181,0.3296578848109181,0.6642373988101251,0.9912566167999934,0.40271226371638474,0.5437408185271086,0.4451030283181096,0.3296578848109181
