daily_swing_structure,daily_internal_structure,daily_fractal_structure,h4_swing_structure,h4_internal_structure,h4_fractal_structure,h1_swing_structure,daily_swing_zone,daily_internal_zone,h4_swing_zone,h4_internal_zone,h1_swing_zone
1.2243676243377408,1.0024006896594986,0.5500851433765216,0.5077871700296138,0.6993176543008446,0.5500851433765218,0.45035961106070893,0.5725375982082159,0.6455446705022413,0.4878739476755131,0.7278612320274099,0.39942675050833726
