daily_swing_structure,daily_internal_structure,daily_fractal_structure,h4_swing_structure,h4_internal_structure,h4_fractal_structure,h1_swing_structure,daily_swing_zone,daily_internal_zone,h4_swing_zone,h4_internal_zone,h1_swing_zone
1.0300457863894776,1.072088471548232,1.1613919677205131,1.2087957215050233,0.950841958139614,0.9896518339820475,1.0720884715482324,0.7784627881775961,0.8777283896552152,0.843307668492265,0.843307668492265,0.9508419581396143
