daily_swing_structure,daily_internal_structure,daily_fractal_structure,h4_swing_structure,h4_internal_structure,h4_fractal_structure,h1_swing_structure,daily_swing_zone,daily_internal_zone,h4_swing_zone,h4_internal_zone,h1_swing_zone
1.4635273354539597,1.1982028773327786,1.2980115301718276,1.4061341066126294,1.1982028773327782,0.5603024646501489,0.6575350639429967,0.5603024646501484,0.6317493751609183,0.712306831035291,0.8031365625178488,0.712306831035291
