date,day_of_week,session,order_placed_time,order_completed_time,direction,entry_price,sl_price,tp_price,sl_size,probability,result,max_r_reached
2018-01-08,Monday,ny,2018-01-08 12:00:00+00:00,2018-01-10 11:00:00+00:00,bearish,1.19714,1.20092,1.1876900000000004,0.0037799999999998946,34.959357907087735,loss,1.4761904761905544
2018-01-29,Monday,ny,2018-01-29 12:00:00+00:00,2018-01-30 11:00:00+00:00,bearish,1.23844,1.24278,1.22759,0.0043400000000000105,-2.038284681050201,loss,1.1382488479262518
2018-02-01,Thursday,london,2018-02-01 08:00:00+00:00,2018-02-01 16:00:00+00:00,bullish,1.24283,1.24055,1.2485300000000001,0.0022800000000000598,57.37982908337319,win,4.149122807017348
2018-02-06,Tuesday,ny,2018-02-06 12:00:00+00:00,2018-02-14 18:00:00+00:00,bearish,1.23396,1.24343,1.2102849999999998,0.00947000000000009,26.22550195783888,loss,1.4171066525871026
2018-02-07,Wednesday,london,2018-02-07 09:00:00+00:00,2018-02-08 12:00:00+00:00,bearish,1.23505,1.24055,1.2212999999999998,0.00550000000000006,26.22550195783888,win,2.6381818181817933
2018-02-08,Thursday,london,2018-02-08 08:00:00+00:00,2018-02-08 14:00:00+00:00,bearish,1.2241,1.22866,1.2126999999999997,0.0045600000000001195,62.61284841447051,loss,0.6359649122806638
2018-02-16,Friday,ny,2018-02-16 13:00:00+00:00,2018-02-28 15:00:00+00:00,bearish,1.24526,1.25553,1.219585,0.010270000000000001,19.543762819878204,win,10.0
2018-02-19,Monday,london,2018-02-19 08:00:00+00:00,2018-02-21 12:00:00+00:00,bearish,1.23973,1.24349,1.23033,0.0037599999999999856,10.28451301289404,win,6.454787234042581
2018-02-19,Monday,ny,2018-02-19 13:00:00+00:00,2018-02-27 15:00:00+00:00,bearish,1.23728,1.24269,1.2237549999999997,0.005410000000000137,19.293110529916035,win,4.033271719038706
2018-02-21,Wednesday,london,2018-02-21 07:00:00+00:00,2018-02-21 19:00:00+00:00,bearish,1.23156,1.23447,1.224285,0.002909999999999968,-8.456168197178787,loss,0.5704467353951934
2018-02-21,Wednesday,ny,2018-02-21 12:00:00+00:00,2018-02-21 19:00:00+00:00,bearish,1.23047,1.23395,1.2217699999999996,0.0034800000000001496,-8.456168197178787,loss,0.16379310344825715
2018-02-28,Wednesday,london,2018-02-28 08:00:00+00:00,2018-03-01 19:00:00+00:00,bearish,1.22107,1.22383,1.2141700000000004,0.0027599999999998737,52.606023153646554,loss,2.0326086956523084
2018-03-01,Thursday,london,2018-03-01 09:00:00+00:00,2018-03-01 16:00:00+00:00,bearish,1.21814,1.22131,1.2102150000000003,0.003169999999999895,81.35884948055457,loss,0.8454258675079194
2018-03-08,Thursday,ny,2018-03-08 14:00:00+00:00,2018-03-26 09:00:00+00:00,bearish,1.23508,1.24145,1.219155,0.006369999999999987,18.912961365619857,loss,1.7409733124018945
2018-03-16,Friday,ny,2018-03-16 13:00:00+00:00,2018-03-19 16:00:00+00:00,bearish,1.22837,1.2336,1.2152949999999998,0.005230000000000068,44.51410918713925,loss,0.49330783938814404
2018-03-28,Wednesday,ny,2018-03-28 13:00:00+00:00,2018-04-17 07:00:00+00:00,bearish,1.23428,1.24086,1.21783,0.00658000000000003,13.830779447418367,loss,1.940729483282658
2018-04-03,Tuesday,ny,2018-04-03 13:00:00+00:00,2018-04-10 11:00:00+00:00,bearish,1.22577,1.23352,1.206395,0.007749999999999924,-14.617009410640724,loss,0.5496774193548352
2018-04-12,Thursday,london,2018-04-12 08:00:00+00:00,2018-04-16 12:00:00+00:00,bearish,1.23457,1.23739,1.2275199999999997,0.0028200000000000447,10.424437850321938,loss,1.6453900709219518
2018-04-13,Friday,ny,2018-04-13 11:00:00+00:00,2018-04-16 07:00:00+00:00,bearish,1.23123,1.23458,1.222855,0.003349999999999964,0.8903906706992435,loss,0.08955223880596125
2018-04-20,Friday,london,2018-04-20 07:00:00+00:00,2018-04-20 14:00:00+00:00,bearish,1.23249,1.23487,1.2265400000000004,0.0023799999999998267,2.1272721166935376,win,10.0
2018-04-23,Monday,london,2018-04-23 07:00:00+00:00,2018-04-24 01:00:00+00:00,bearish,1.22642,1.22929,1.2192450000000004,0.002869999999999928,22.227730882774598,win,10.0
2018-04-25,Wednesday,ny,2018-04-25 11:00:00+00:00,2018-04-27 07:00:00+00:00,bearish,1.21773,1.22153,1.20823,0.0038000000000000256,73.34842390246915,win,10.0
2018-04-27,Friday,london,2018-04-27 06:00:00+00:00,2018-04-27 14:00:00+00:00,bearish,1.20879,1.21164,1.201665,0.002850000000000019,100.0,loss,1.1333333333333488
2018-05-02,Wednesday,ny,2018-05-02 13:00:00+00:00,2018-05-09 06:00:00+00:00,bearish,1.19737,1.20316,1.1828950000000003,0.005789999999999962,100.0,win,10.0
2018-05-04,Friday,london,2018-05-04 06:00:00+00:00,2018-05-08 08:00:00+00:00,bearish,1.19659,1.19954,1.189215,0.002950000000000008,100.0,win,4.854237288135617
2018-05-08,Tuesday,london,2018-05-08 08:00:00+00:00,2018-05-10 12:00:00+00:00,bearish,1.18882,1.19328,1.1776700000000002,0.0044599999999999085,100.0,loss,1.4686098654708946
2018-05-09,Wednesday,london,2018-05-09 06:00:00+00:00,2018-05-09 10:00:00+00:00,bearish,1.18275,1.18697,1.1721999999999997,0.0042200000000001125,100.0,loss,0.11374407582938938
2018-05-15,Tuesday,ny,2018-05-15 11:00:00+00:00,2018-05-21 06:00:00+00:00,bearish,1.18785,1.1937,1.1732250000000004,0.005849999999999911,76.81902042441028,win,10.0
