date,day_of_week,session,order_placed_time,order_completed_time,direction,entry_price,sl_price,tp_price,sl_size,probability,result,max_r_reached
2005-01-04,Tuesday,london,2005-01-04 08:00:00+00:00,2005-01-05 10:00:00+00:00,bearish,1.34185,1.34931,1.3232,0.007460000000000022,34.959357907087735,win,10.0
2005-01-20,Thursday,london,2005-01-20 09:00:00+00:00,2005-01-21 15:00:00+00:00,bearish,1.29777,1.30214,1.286845,0.004369999999999985,81.35884948055457,loss,1.3272311212814754
2005-01-31,Monday,london,2005-01-31 09:00:00+00:00,2005-01-31 11:00:00+00:00,bearish,1.29878,1.30271,1.288955,0.003929999999999989,42.66452482251577,loss,0.15267175572523095
2005-02-01,Tuesday,ny,2005-02-01 13:00:00+00:00,2005-02-02 00:00:00+00:00,bearish,1.30129,1.30627,1.28884,0.0049799999999999844,33.930668873266924,loss,0.34738955823293466
2005-02-03,Thursday,ny,2005-02-03 12:00:00+00:00,2005-02-04 13:00:00+00:00,bearish,1.2993,1.30349,1.2888249999999997,0.004190000000000138,42.48781755461436,loss,1.9331742243436107
2005-02-04,Friday,ny,2005-02-04 13:00:00+00:00,2005-02-04 17:00:00+00:00,bearish,1.29489,1.29739,1.2886400000000002,0.0024999999999999467,81.35884948055457,win,8.760000000000199
2005-02-09,Wednesday,ny,2005-02-09 13:00:00+00:00,2005-02-09 16:00:00+00:00,bearish,1.27462,1.28025,1.260545,0.005630000000000024,73.34842390246915,loss,0.15630550621669417
2005-02-11,Friday,ny,2005-02-11 12:00:00+00:00,2005-02-11 15:00:00+00:00,bearish,1.28532,1.28803,1.278545,0.00270999999999999,74.04693403343343,loss,0.4059040590406291
2005-03-02,Wednesday,london,2005-03-02 08:00:00+00:00,2005-03-04 14:00:00+00:00,bearish,1.31336,1.31734,1.3034100000000004,0.0039799999999998725,12.134097377517511,loss,1.1733668341709356
2005-03-04,Friday,london,2005-03-04 09:00:00+00:00,2005-03-04 13:00:00+00:00,bullish,1.31244,1.30975,1.3191650000000004,0.002690000000000081,21.233598920922145,loss,1.0297397769516192
2005-03-15,Tuesday,ny,2005-03-15 14:00:00+00:00,2005-03-16 11:00:00+00:00,bearish,1.33195,1.33671,1.3200499999999997,0.0047600000000000975,5.2736307660709425,loss,0.6323529411764487
2005-03-23,Wednesday,london,2005-03-23 09:00:00+00:00,2005-03-28 15:00:00+00:00,bearish,1.30197,1.30837,1.2859700000000003,0.006399999999999961,44.59559757556113,win,3.9531250000000395
2005-03-28,Monday,ny,2005-03-28 13:00:00+00:00,2005-03-30 04:00:00+00:00,bearish,1.28715,1.29633,1.2642000000000002,0.009179999999999966,44.59559757556113,loss,0.19498910675380882
