date,day_of_week,session,order_placed_time,order_completed_time,direction,entry_price,sl_price,tp_price,sl_size,probability,result,max_r_reached
2012-01-05,Thursday,london,2012-01-05 08:00:00+00:00,2012-01-25 18:00:00+00:00,bearish,1.28733,1.30726,1.237505,0.019930000000000003,100.0,loss,1.2523833416959402
2012-01-06,Friday,ny,2012-01-06 13:00:00+00:00,2012-01-10 13:00:00+00:00,bearish,1.27343,1.28124,1.2539050000000005,0.007809999999999873,100.0,loss,0.8873239436619995
2012-01-24,Tuesday,ny,2012-01-24 13:00:00+00:00,2012-01-25 18:00:00+00:00,bearish,1.29604,1.30624,1.27054,0.010199999999999987,42.91143464156258,loss,0.2911764705882493
2012-01-25,Wednesday,london,2012-01-25 09:00:00+00:00,2012-01-25 17:00:00+00:00,bearish,1.2987,1.30465,1.2838249999999998,0.005950000000000122,50.22335008868373,loss,0.9462184873949426
2012-01-27,Friday,london,2012-01-27 09:00:00+00:00,2012-01-30 14:00:00+00:00,bullish,1.3126,1.30774,1.3247500000000003,0.0048600000000000865,29.29740163303096,loss,2.152263374485541
2012-02-02,Thursday,ny,2012-02-02 12:00:00+00:00,2012-02-03 13:00:00+00:00,bearish,1.31074,1.31918,1.28964,0.008440000000000003,48.523021219245024,loss,0.20497630331753658
2012-02-03,Friday,ny,2012-02-03 13:00:00+00:00,2012-02-07 14:00:00+00:00,bearish,1.31163,1.31864,1.294105,0.007009999999999961,48.523021219245024,loss,1.2667617689015762
2012-02-10,Friday,ny,2012-02-10 12:00:00+00:00,2012-02-21 03:00:00+00:00,bearish,1.31924,1.32842,1.29629,0.009179999999999966,32.47192996686381,loss,2.3758169934640487
2012-02-15,Wednesday,ny,2012-02-15 13:00:00+00:00,2012-02-17 14:00:00+00:00,bearish,1.30903,1.31903,1.28403,0.010000000000000009,58.88613224112942,loss,1.1599999999999822
2012-03-01,Thursday,ny,2012-03-01 13:00:00+00:00,2012-03-06 10:00:00+00:00,bearish,1.32905,1.33494,1.3143250000000002,0.005889999999999951,53.60050842653317,win,4.872665534804823
2012-03-05,Monday,london,2012-03-05 07:00:00+00:00,2012-03-05 13:00:00+00:00,bearish,1.31824,1.32134,1.3104900000000004,0.0030999999999998806,34.859827216460346,loss,0.7322580645161554
2012-03-06,Tuesday,ny,2012-03-06 14:00:00+00:00,2012-03-08 09:00:00+00:00,bearish,1.31215,1.32087,1.2903499999999997,0.008720000000000061,34.859827216460346,loss,0.2935779816513621
2012-03-07,Wednesday,london,2012-03-07 08:00:00+00:00,2012-03-07 10:00:00+00:00,bearish,1.3129,1.31529,1.3069249999999997,0.0023900000000001143,34.859827216460346,loss,0.22594142259412517
2012-03-07,Wednesday,ny,2012-03-07 14:00:00+00:00,2012-03-07 16:00:00+00:00,bearish,1.31163,1.31636,1.2998050000000003,0.004729999999999901,34.859827216460346,loss,0.43128964059198405
2012-03-22,Thursday,london,2012-03-22 08:00:00+00:00,2012-03-23 07:00:00+00:00,bearish,1.31635,1.32456,1.2958249999999998,0.00821000000000005,22.465104706039828,loss,0.36784409257001
2012-03-28,Wednesday,ny,2012-03-28 12:00:00+00:00,2012-03-30 06:00:00+00:00,bearish,1.33019,1.33727,1.31249,0.007079999999999975,16.155007997393113,loss,0.7090395480226048
2012-04-03,Tuesday,ny,2012-04-03 11:00:00+00:00,2012-04-04 11:00:00+00:00,bearish,1.3307,1.33671,1.3156749999999997,0.006010000000000071,8.592440260309814,win,10.0
2012-04-04,Wednesday,london,2012-04-04 08:00:00+00:00,2012-04-05 09:00:00+00:00,bearish,1.31717,1.32119,1.3071199999999996,0.004020000000000135,48.87930698030544,win,3.432835820895416
2012-04-05,Thursday,london,2012-04-05 08:00:00+00:00,2012-04-12 11:00:00+00:00,bearish,1.31156,1.31642,1.2994100000000004,0.004859999999999864,71.24717367309198,loss,1.6851851851852613
2012-04-06,Friday,london,2012-04-06 07:00:00+00:00,2012-04-06 09:00:00+00:00,bearish,1.30622,1.30708,1.3040699999999998,0.0008600000000000829,71.24717367309198,loss,0.02325581395338029
2012-04-18,Wednesday,london,2012-04-18 08:00:00+00:00,2012-04-18 14:00:00+00:00,bearish,1.3082,1.31272,1.2969,0.0045200000000000795,30.323740631231406,loss,0.5486725663716802
2012-04-23,Monday,london,2012-04-23 06:00:00+00:00,2012-04-24 13:00:00+00:00,bearish,1.3168,1.31974,1.30945,0.0029399999999999427,16.155007997393113,loss,2.1598639455782997
2012-04-27,Friday,london,2012-04-27 06:00:00+00:00,2012-04-27 08:00:00+00:00,bearish,1.31725,1.32118,1.307425,0.003929999999999989,24.461504388778398,loss,0.3944020356233956
2012-05-02,Wednesday,london,2012-05-02 07:00:00+00:00,2012-05-06 20:00:00+00:00,bearish,1.31751,1.32325,1.3031599999999997,0.005740000000000078,24.461504388778398,win,10.0
2012-05-04,Friday,london,2012-05-04 07:00:00+00:00,2012-05-04 13:00:00+00:00,bearish,1.31336,1.31619,1.3062850000000004,0.002829999999999888,48.87930698030544,loss,0.6819787985865949
2012-05-08,Tuesday,ny,2012-05-08 13:00:00+00:00,2012-05-08 17:00:00+00:00,bearish,1.29983,1.30373,1.2900800000000001,0.0039000000000000146,100.0,loss,0.41025641025642046
2012-05-09,Wednesday,ny,2012-05-09 12:00:00+00:00,2012-05-15 13:00:00+00:00,bearish,1.29385,1.29979,1.279,0.005940000000000056,100.0,win,10.0
2012-05-14,Monday,london,2012-05-14 08:00:00+00:00,2012-05-15 13:00:00+00:00,bearish,1.28656,1.28968,1.27876,0.0031200000000000117,100.0,win,10.0
2012-05-14,Monday,ny,2012-05-14 12:00:00+00:00,2012-05-16 04:00:00+00:00,bearish,1.28457,1.28968,1.271795,0.005109999999999948,100.0,win,10.0
