date,day_of_week,session,order_placed_time,order_completed_time,direction,entry_price,sl_price,tp_price,sl_size,probability,result,max_r_reached
2013-01-04,Friday,london,2013-01-04 07:00:00+00:00,2013-01-07 22:00:00+00:00,bearish,1.30077,1.31202,1.272645,0.011249999999999982,52.606023153646554,loss,0.09422222222222779
2013-01-07,Monday,london,2013-01-07 08:00:00+00:00,2013-01-07 15:00:00+00:00,bearish,1.30246,1.30792,1.2888099999999998,0.00546000000000002,52.606023153646554,loss,0.14652014652012985
2013-01-15,Tuesday,ny,2013-01-15 12:00:00+00:00,2013-01-18 04:00:00+00:00,bearish,1.3321,1.33876,1.3154500000000002,0.006659999999999888,5.524283056033098,loss,0.9684684684684948
2013-01-16,Wednesday,london,2013-01-16 08:00:00+00:00,2013-01-16 10:00:00+00:00,bearish,1.32719,1.3297,1.320915,0.0025100000000000122,12.836198503154241,loss,0.29482071713154634
2013-01-16,Wednesday,ny,2013-01-16 12:00:00+00:00,2013-01-16 15:00:00+00:00,bearish,1.32606,1.32957,1.3172850000000003,0.003509999999999902,12.836198503154241,loss,0.11680911680912619
2013-02-06,Wednesday,ny,2013-02-06 13:00:00+00:00,2013-02-21 05:00:00+00:00,bearish,1.34968,1.35957,1.324955,0.009889999999999954,3.4002414282686613,win,7.599595551061703
2013-02-07,Thursday,ny,2013-02-07 13:00:00+00:00,2013-02-21 09:00:00+00:00,bearish,1.34641,1.35773,1.3181100000000001,0.011319999999999997,21.142694894539513,win,6.350706713780921
2013-02-08,Friday,ny,2013-02-08 13:00:00+00:00,2013-02-12 10:00:00+00:00,bearish,1.33774,1.34288,1.3248899999999995,0.0051400000000001445,62.61284841447051,loss,0.4727626459143704
2013-02-11,Monday,ny,2013-02-11 14:00:00+00:00,2013-02-11 16:00:00+00:00,bearish,1.33651,1.34121,1.3247600000000004,0.0046999999999999265,62.61284841447051,loss,0.06808510638300064
2013-02-15,Friday,london,2013-02-15 08:00:00+00:00,2013-02-19 16:00:00+00:00,bearish,1.33338,1.33929,1.3186049999999998,0.005910000000000082,44.59559757556113,loss,0.4703891708967794
2013-02-19,Tuesday,london,2013-02-19 07:00:00+00:00,2013-02-19 10:00:00+00:00,bearish,1.33368,1.33648,1.32668,0.0027999999999999137,44.59559757556113,loss,0.29642857142854
2013-02-21,Thursday,london,2013-02-21 08:00:00+00:00,2013-02-25 12:00:00+00:00,bearish,1.32043,1.32891,1.2992299999999999,0.008480000000000043,44.59559757556113,loss,0.699292452830184
2013-02-22,Friday,ny,2013-02-22 14:00:00+00:00,2013-02-25 09:00:00+00:00,bearish,1.31562,1.32447,1.293495,0.008850000000000025,44.59559757556113,loss,0.12655367231638495
2013-03-01,Friday,london,2013-03-01 09:00:00+00:00,2013-03-07 13:00:00+00:00,bearish,1.30367,1.30836,1.2919450000000006,0.004689999999999861,37.28368212843999,loss,1.5373134328359008
2013-03-06,Wednesday,ny,2013-03-06 14:00:00+00:00,2013-03-07 13:00:00+00:00,bearish,1.30096,1.307,1.2858599999999998,0.006040000000000045,21.414617999971423,loss,0.7450331125827674
2013-03-19,Tuesday,london,2013-03-19 08:00:00+00:00,2013-03-19 17:00:00+00:00,bearish,1.2934,1.29694,1.2845500000000003,0.0035399999999998766,100.0,win,2.5593220338984137
2013-03-21,Thursday,london,2013-03-21 08:00:00+00:00,2013-03-22 11:00:00+00:00,bearish,1.28899,1.29551,1.2726900000000003,0.006519999999999859,100.0,loss,0.10582822085891018
2013-03-25,Monday,ny,2013-03-25 12:00:00+00:00,2013-04-05 12:00:00+00:00,bearish,1.29405,1.30191,1.2744,0.007859999999999978,54.26850146261323,loss,2.4847328244274656
