date,day_of_week,session,order_placed_time,order_completed_time,direction,entry_price,sl_price,tp_price,sl_size,probability,result,max_r_reached
2017-01-03,Tuesday,london,2017-01-03 08:00:00+00:00,2017-01-04 16:00:00+00:00,bearish,1.04349,1.04901,1.02969,0.005519999999999969,24.91832888532957,loss,1.7137681159420428
2017-01-09,Monday,london,2017-01-09 08:00:00+00:00,2017-01-09 10:00:00+00:00,bullish,1.05482,1.05166,1.06272,0.0031600000000000517,29.29740163303096,loss,0.12341772151895065
2017-01-16,Monday,london,2017-01-16 08:00:00+00:00,2017-01-17 03:00:00+00:00,bearish,1.0583,1.06296,1.0466500000000003,0.0046599999999998865,24.89418380265319,loss,0.07939914163089924
2017-01-19,Thursday,london,2017-01-19 08:00:00+00:00,2017-01-19 13:00:00+00:00,bullish,1.06551,1.06322,1.0712349999999997,0.0022899999999999032,55.055600533398454,loss,0.9388646288210424
2017-01-19,Thursday,ny,2017-01-19 13:00:00+00:00,2017-01-20 01:00:00+00:00,bearish,1.06194,1.06705,1.0491650000000003,0.005109999999999948,8.592440260309814,loss,0.5909980430528481
2017-01-26,Thursday,ny,2017-01-26 12:00:00+00:00,2017-01-31 14:00:00+00:00,bearish,1.07106,1.07655,1.057335,0.005489999999999995,24.461504388778398,loss,1.644808743169377
2017-02-10,Friday,london,2017-02-10 07:00:00+00:00,2017-02-14 15:00:00+00:00,bearish,1.06399,1.06677,1.05704,0.0027800000000000047,-3.2877743383164293,win,4.262589928057516
2017-02-10,Friday,ny,2017-02-10 12:00:00+00:00,2017-02-15 13:00:00+00:00,bearish,1.06265,1.06636,1.0533750000000004,0.00370999999999988,26.849401638374925,win,2.832884097035137
2017-02-13,Monday,ny,2017-02-13 14:00:00+00:00,2017-02-16 14:00:00+00:00,bearish,1.06018,1.06585,1.0460049999999996,0.005670000000000064,91.98957442191458,loss,1.417989417989371
2017-02-15,Wednesday,london,2017-02-15 08:00:00+00:00,2017-02-15 16:00:00+00:00,bearish,1.05625,1.05863,1.0502999999999998,0.0023800000000000487,100.0,loss,1.7268907563024167
2017-02-15,Wednesday,ny,2017-02-15 13:00:00+00:00,2017-02-15 16:00:00+00:00,bearish,1.05341,1.05863,1.04036,0.005220000000000002,100.0,loss,0.05172413793103302
2017-02-21,Tuesday,london,2017-02-21 08:00:00+00:00,2017-02-22 08:00:00+00:00,bearish,1.0565,1.05891,1.050475,0.0024100000000000232,91.98957442191458,win,2.954356846473007
2017-03-01,Wednesday,london,2017-03-01 07:00:00+00:00,2017-03-03 19:00:00+00:00,bearish,1.05402,1.05894,1.0417199999999998,0.0049200000000000355,100.0,loss,0.9227642276422674
2017-03-01,Wednesday,ny,2017-03-01 13:00:00+00:00,2017-03-01 16:00:00+00:00,bearish,1.05253,1.05603,1.04378,0.0035000000000000586,100.0,loss,0.14857142857144778
2017-03-02,Thursday,ny,2017-03-02 12:00:00+00:00,2017-03-03 11:00:00+00:00,bearish,1.05196,1.05456,1.0454600000000003,0.0025999999999999357,100.0,loss,0.953846153846192
2017-03-07,Tuesday,london,2017-03-07 09:00:00+00:00,2017-03-09 14:00:00+00:00,bearish,1.05633,1.05932,1.0488549999999999,0.002990000000000048,74.94563108660802,loss,1.2842809364548506
2017-03-23,Thursday,london,2017-03-23 08:00:00+00:00,2017-03-24 08:00:00+00:00,bearish,1.07743,1.08048,1.0698050000000001,0.003049999999999997,33.200680194038476,loss,0.46229508196725727
2017-03-29,Wednesday,london,2017-03-29 06:00:00+00:00,2017-03-30 16:00:00+00:00,bearish,1.0794,1.08264,1.0712999999999995,0.0032400000000001317,-11.046882198072208,win,6.919753086419436
2017-03-29,Wednesday,ny,2017-03-29 11:00:00+00:00,2017-04-23 21:00:00+00:00,bearish,1.07522,1.08264,1.05667,0.007419999999999982,12.134097377517511,loss,2.4582210242587705
2017-03-30,Thursday,london,2017-03-30 07:00:00+00:00,2017-04-03 15:00:00+00:00,bearish,1.07368,1.07733,1.0645550000000001,0.003649999999999931,48.978837670932826,win,4.575342465753494
2017-03-30,Thursday,ny,2017-03-30 12:00:00+00:00,2017-04-07 16:00:00+00:00,bearish,1.07215,1.07679,1.06055,0.0046399999999999775,48.978837670932826,win,3.2693965517241335
2017-04-04,Tuesday,london,2017-04-04 06:00:00+00:00,2017-04-04 20:00:00+00:00,bearish,1.06579,1.06734,1.0619150000000002,0.0015499999999999403,22.227730882774598,loss,1.445161290322649
2017-04-07,Friday,ny,2017-04-07 11:00:00+00:00,2017-04-07 12:00:00+00:00,bearish,1.06231,1.06539,1.0546100000000003,0.0030799999999999716,22.227730882774598,loss,0.41233766233770003
2017-04-14,Friday,ny,2017-04-14 12:00:00+00:00,2017-04-16 22:00:00+00:00,bullish,1.06292,1.0606,1.0687200000000003,0.0023200000000000998,63.15525970658468,loss,0.00862068965513281
2017-04-21,Friday,london,2017-04-21 06:00:00+00:00,2017-04-21 09:00:00+00:00,bullish,1.07271,1.07069,1.0777600000000005,0.002020000000000133,82.98097690489257,loss,0.5346534653464846
2017-04-28,Friday,london,2017-04-28 06:00:00+00:00,2017-04-28 09:00:00+00:00,bullish,1.08798,1.08573,1.0936049999999997,0.0022499999999998632,64.24029569481976,win,6.302222222222642
2017-05-04,Thursday,london,2017-05-04 06:00:00+00:00,2017-05-04 09:00:00+00:00,bearish,1.08828,1.09269,1.0772549999999999,0.004410000000000025,12.134097377517511,loss,0.029478458049878174
2017-05-09,Tuesday,london,2017-05-09 06:00:00+00:00,2017-05-12 15:00:00+00:00,bearish,1.09063,1.09333,1.0838800000000002,0.0026999999999999247,12.134097377517511,loss,2.492592592592626
2017-05-11,Thursday,ny,2017-05-11 11:00:00+00:00,2017-05-12 12:00:00+00:00,bearish,1.08564,1.08929,1.0765149999999997,0.003650000000000153,62.61284841447051,loss,0.47671232876706293
2017-05-19,Friday,london,2017-05-19 06:00:00+00:00,2017-05-19 11:00:00+00:00,bullish,1.11224,1.10995,1.1179649999999997,0.0022899999999999032,56.677727957736465,win,10.0
2017-05-24,Wednesday,ny,2017-05-24 12:00:00+00:00,2017-05-24 15:00:00+00:00,bullish,1.11978,1.117,1.12673,0.0027800000000000047,64.24029569481976,loss,0.24820143884894902
2017-05-25,Thursday,ny,2017-05-25 12:00:00+00:00,2017-05-31 15:00:00+00:00,bearish,1.12025,1.12503,1.1082999999999998,0.0047800000000000065,5.2736307660709425,loss,1.947698744769857
2017-05-26,Friday,ny,2017-05-26 11:00:00+00:00,2017-05-31 13:00:00+00:00,bearish,1.11909,1.12346,1.108165,0.004369999999999985,5.2736307660709425,loss,1.8649885583523815
2017-06-09,Friday,london,2017-06-09 08:00:00+00:00,2017-06-12 05:00:00+00:00,bearish,1.11762,1.12157,1.1077450000000004,0.003949999999999898,-6.6065838325553115,loss,0.2506329113924233
2017-06-09,Friday,ny,2017-06-09 12:00:00+00:00,2017-06-12 05:00:00+00:00,bearish,1.1169,1.12157,1.1052250000000001,0.004669999999999952,-6.6065838325553115,loss,0.057815845824410114
2017-06-20,Tuesday,ny,2017-06-20 13:00:00+00:00,2017-06-21 18:00:00+00:00,bearish,1.11363,1.11648,1.1065049999999998,0.002850000000000019,52.606023153646554,loss,0.6140350877192654
2017-07-05,Wednesday,london,2017-07-05 08:00:00+00:00,2017-07-06 09:00:00+00:00,bearish,1.13417,1.13685,1.1274699999999998,0.0026800000000000157,21.142694894539513,loss,1.0970149253731065
2017-07-20,Thursday,ny,2017-07-20 11:00:00+00:00,2017-07-20 12:00:00+00:00,bearish,1.14849,1.15252,1.1384150000000002,0.004029999999999978,12.836198503154241,loss,0.1414392059553257
2017-08-09,Wednesday,ny,2017-08-09 13:00:00+00:00,2017-08-09 22:00:00+00:00,bearish,1.1712,1.17618,1.15875,0.0049799999999999844,26.22550195783888,loss,0.06827309236947952
2017-08-15,Tuesday,ny,2017-08-15 12:00:00+00:00,2017-08-16 18:00:00+00:00,bearish,1.16918,1.17691,1.1498550000000005,0.007729999999999793,3.4002414282686613,loss,0.13195342820181738
2017-08-16,Wednesday,london,2017-08-16 06:00:00+00:00,2017-08-16 07:00:00+00:00,bearish,1.17304,1.17454,1.1692900000000006,0.0014999999999998348,3.4002414282686613,loss,1.0800000000002368
2017-08-23,Wednesday,london,2017-08-23 07:00:00+00:00,2017-08-25 14:00:00+00:00,bullish,1.17813,1.17476,1.1865549999999996,0.003369999999999873,64.24029569481976,win,9.228486646884658
2017-08-25,Friday,london,2017-08-25 07:00:00+00:00,2017-08-25 08:00:00+00:00,bearish,1.17804,1.18,1.17314,0.0019599999999999618,13.830779447418367,loss,0.025510204081573697
2017-08-30,Wednesday,ny,2017-08-30 11:00:00+00:00,2017-09-07 10:00:00+00:00,bearish,1.19269,1.19843,1.17834,0.005740000000000078,5.524283056033098,loss,1.8083623693379642
2017-09-01,Friday,ny,2017-09-01 13:00:00+00:00,2017-09-04 08:00:00+00:00,bearish,1.18655,1.1905,1.1766750000000004,0.003949999999999898,-3.734966750951068,loss,0.39493670886077115
2017-09-05,Tuesday,london,2017-09-05 07:00:00+00:00,2017-09-05 14:00:00+00:00,bearish,1.1879,1.19112,1.17985,0.0032200000000000006,5.2736307660709425,loss,0.118012422360263
