date,day_of_week,session,order_placed_time,order_completed_time,direction,entry_price,sl_price,tp_price,sl_size,probability,result,max_r_reached
2004-01-08,Thursday,london,2004-01-08 09:00:00+00:00,2004-01-08 13:00:00+00:00,bearish,1.25737,1.26548,1.2370950000000005,0.00810999999999984,-11.046882198072208,loss,0.07151664611591078
2004-01-13,Tuesday,london,2004-01-13 08:00:00+00:00,2004-01-13 17:00:00+00:00,bullish,1.27871,1.27125,1.29736,0.007460000000000022,56.677727957736465,loss,0.10187667560322945
2004-01-14,Wednesday,london,2004-01-14 08:00:00+00:00,2004-01-16 14:00:00+00:00,bearish,1.26532,1.2744,1.24262,0.009079999999999977,-19.780738147321056,win,3.5341409691629995
2004-01-14,Wednesday,ny,2004-01-14 13:00:00+00:00,2004-01-16 15:00:00+00:00,bearish,1.26458,1.2744,1.2400300000000002,0.00981999999999994,-12.468822700199917,win,3.192464358452157
2004-01-15,Thursday,london,2004-01-15 08:00:00+00:00,2004-01-16 08:00:00+00:00,bearish,1.26252,1.26693,1.2514950000000007,0.004409999999999803,-12.468822700199917,win,6.641723356009376
2004-01-16,Friday,london,2004-01-16 07:00:00+00:00,2004-01-16 17:00:00+00:00,bearish,1.25392,1.26071,1.2369449999999997,0.006790000000000074,3.4002414282686613,win,3.0471281296023047
2004-01-16,Friday,ny,2004-01-16 14:00:00+00:00,2004-01-20 22:00:00+00:00,bearish,1.24369,1.25942,1.204365,0.015730000000000022,48.59336865062542,loss,0.6649713922441132
2004-01-19,Monday,london,2004-01-19 09:00:00+00:00,2004-01-20 07:00:00+00:00,bearish,1.23545,1.24226,1.2184249999999999,0.006809999999999983,62.61284841447051,loss,0.2011747430249449
2004-01-26,Monday,london,2004-01-26 07:00:00+00:00,2004-01-26 08:00:00+00:00,bearish,1.25329,1.25872,1.239715,0.005430000000000046,46.74378428600195,loss,0.04051565377534201
2004-01-29,Thursday,ny,2004-01-29 13:00:00+00:00,2004-02-03 07:00:00+00:00,bearish,1.24408,1.25252,1.2229800000000002,0.008440000000000003,52.606023153646554,loss,1.0864928909952747
2004-02-04,Wednesday,ny,2004-02-04 14:00:00+00:00,2004-02-05 09:00:00+00:00,bearish,1.25021,1.25593,1.23591,0.005719999999999947,27.979013798118125,loss,0.1783216783216836
2004-02-06,Friday,london,2004-02-06 09:00:00+00:00,2004-02-06 13:00:00+00:00,bearish,1.25123,1.25631,1.2385300000000001,0.005079999999999973,15.608380565508615,loss,0.04527559055121569
2004-02-19,Thursday,ny,2004-02-19 13:00:00+00:00,2004-02-19 17:00:00+00:00,bearish,1.26653,1.27252,1.2515549999999995,0.005990000000000162,34.959357907087735,loss,0.22871452420698402
2004-02-20,Friday,london,2004-02-20 07:00:00+00:00,2004-03-02 15:00:00+00:00,bearish,1.26394,1.27643,1.2327150000000002,0.01248999999999989,27.647442459966587,win,7.062449959968046
2004-02-26,Thursday,london,2004-02-26 08:00:00+00:00,2004-02-29 23:00:00+00:00,bearish,1.24404,1.25103,1.226565,0.006990000000000052,8.208251118929494,loss,0.9814020028612357
2004-02-27,Friday,london,2004-02-27 09:00:00+00:00,2004-02-27 14:00:00+00:00,bearish,1.2384,1.24623,1.2188249999999998,0.007830000000000004,22.227730882774598,loss,0.15581098339719007
2004-03-02,Tuesday,london,2004-03-02 07:00:00+00:00,2004-03-02 16:00:00+00:00,bearish,1.23943,1.24677,1.2210800000000002,0.007339999999999902,22.227730882774598,win,8.678474114441546
2004-03-10,Wednesday,ny,2004-03-10 13:00:00+00:00,2004-03-11 19:00:00+00:00,bearish,1.22594,1.23043,1.2147150000000004,0.004489999999999883,77.87684059606651,loss,2.169265033407647
2004-03-24,Wednesday,london,2004-03-24 07:00:00+00:00,2004-03-24 19:00:00+00:00,bearish,1.22958,1.23653,1.212205,0.006950000000000012,61.58041690973436,win,3.451798561151067
2004-04-05,Monday,ny,2004-04-05 11:00:00+00:00,2004-04-06 20:00:00+00:00,bearish,1.20692,1.21263,1.1926449999999997,0.005710000000000104,61.305675341961205,loss,1.558669001751269
2004-04-09,Friday,london,2004-04-09 06:00:00+00:00,2004-04-12 02:00:00+00:00,bullish,1.20985,1.20607,1.2193000000000005,0.0037800000000001166,-22.923505802026003,loss,0.3148148148147528
2004-04-13,Tuesday,london,2004-04-13 06:00:00+00:00,2004-04-21 22:00:00+00:00,bearish,1.19962,1.20808,1.1784699999999995,0.008460000000000134,92.68808455287886,win,2.823877068557871
2004-04-14,Wednesday,ny,2004-04-14 12:00:00+00:00,2004-04-14 18:00:00+00:00,bearish,1.18769,1.19565,1.1677899999999994,0.00796000000000019,100.0,loss,0.11432160804019406
