daily_swing_structure,daily_internal_structure,daily_fractal_structure,h4_swing_structure,h4_internal_structure,h4_fractal_structure,h1_swing_structure,daily_swing_zone,daily_internal_zone,h4_swing_zone,h4_internal_zone,h1_swing_zone
1.4480908747319314,1.44809087473193,1.185564909318853,1.8409432174735856,0.5770209842248077,0.41898535068466736,0.4360867935697559,0.26982599168489757,0.22992563660578397,0.49169435570061604,0.3295750011265788,0.2209089449741846
