daily_swing_structure,daily_internal_structure,daily_fractal_structure,h4_swing_structure,h4_internal_structure,h4_fractal_structure,h1_swing_structure,daily_swing_zone,daily_internal_zone,h4_swing_zone,h4_internal_zone,h1_swing_zone
1.4776476913763787,1.1623216390602993,1.1167403983128366,1.310534961988523,0.951603088353803,0.7485335427688918,0.9142853201830657,0.6128310848717993,0.810885358076588,0.8784309939013765,0.9142853201830657,0.9142853201830652
